time,max_cool_T,max_fuel_T,memory,outcool1,outcool10,outcool11,outcool12,outcool13,outcool14,outcool2,outcool3,outcool4,outcool5,outcool6,outcool7,outcool8,outcool9
2,1000.0284308939,1109.7128270564,4791,1000.0284308939,955.08846931685,937.8785419182,899.99694901682,909.38763783964,938.59927000835,972.27519374736,960.58065740065,945.31240226076,907.40957898099,975.26091822669,964.48858549914,953.05665567922,933.2219383302
