time,max_cool_T,max_fuel_T,memory,outcool1,outcool10,outcool11,outcool12,outcool13,outcool14,outcool2,outcool3,outcool4,outcool5,outcool6,outcool7,outcool8,outcool9
2,1007.6362524217,1116.2262370022,4792,1007.6362524217,956.76872345206,936.62695381126,895.65417021595,905.43464067636,934.97053275014,977.95416976205,963.67988324933,945.25420204567,903.80179474144,981.51746899702,968.52431100904,954.32326124325,931.32236085284
