time,max_cool_T,max_fuel_T,memory,outcool1,outcool10,outcool11,outcool12,outcool13,outcool14,outcool2,outcool3,outcool4,outcool5,outcool6,outcool7,outcool8,outcool9
2,999.3818164555,1109.1861372208,4792,999.3818164555,954.98393047502,938.02068734448,900.35188580706,909.71037828349,938.86408316229,971.87645573482,960.39363061305,945.34327659338,907.68909104386,974.77647355936,964.19682554148,952.97823280057,933.38697943892
