time,F10_fission_heat,F11_fission_heat,F1_fission_heat,F2_fission_heat,F3_fission_heat,F4_fission_heat,F5_fission_heat,F6_fission_heat,F7_fission_heat,F8_fission_heat,F9_fission_heat,bnorm,eigenvalue,group1diff,integral_group1,integral_group10,integral_group10xreactor_vol,integral_group11,integral_group11xreactor_vol,integral_group12,integral_group12xreactor_vol,integral_group13,integral_group13xreactor_vol,integral_group14,integral_group14xreactor_vol,integral_group15,integral_group15xreactor_vol,integral_group1xreactor_vol,integral_group2,integral_group2xreactor_vol,integral_group3,integral_group3xreactor_vol,integral_group4,integral_group4xreactor_vol,integral_group5,integral_group5xreactor_vol,integral_group6,integral_group6xreactor_vol,integral_group7,integral_group7xreactor_vol,integral_group8,integral_group8xreactor_vol,integral_group9,integral_group9xreactor_vol,memory,reactor_vol,total_fission_heat
1,1.2923569951232e-12,1.4362463566432e-12,1.4004547011017e-12,1.180229431932e-12,1.7521477264409e-12,1.06610333809e-12,1.436240438451e-12,1.7521011759769e-12,1.0819987443359e-12,1.2923549708068e-12,1.0661073426935e-12,1.1115000682948,1.1115000682948,0.0024177537995408,6.2616780637281e-08,7.1633536135752e-07,36.216596353155,2.6932139090526e-06,136.16393423887,1.4131621445306e-06,71.44687492885,1.0860824013833e-06,54.910325608695,2.2780469970318e-07,11.51738599204,8.0045299581669e-08,4.0469429003517,3.1657890865207,1.4131621445306e-06,71.44687492885,1.7246903853972e-06,87.197168940155,5.6492346938631e-07,28.561490001576,4.4960441979922e-07,22.731171276544,3.3425841422122e-07,16.899489706266,2.993788792889e-07,15.136044669523,3.2401331388437e-07,16.381516305101,2.3261056474147e-07,11.760361675789,196899,50558157.961826,1.4756341221595e-11
2,5108528.0825046,5677305.0124643,5535825.0048945,4665301.6307216,6926024.2324656,4214175.233342,5677281.6185794,6925840.2242127,4277007.8171378,5108520.0806309,4214191.0630465,4.3936229184476e+18,1.1115000682948,3.6568343890357e+15,247516424276.47,2831585485895.1,1.431597462783e+20,10645942985185,5.3823926709758e+20,5586055964186.9,2.8242069982096e+20,4293150010652.7,2.170537563924e+20,900483929867.4,4.5526808768322e+19,316409213807.41,1.5997067012252e+19,1.2513974476716e+19,5586055964186.9,2.8242069982096e+20,6817488743957.4,3.4467967281997e+20,2233072919260,1.1290005339222e+20,1777230914700.5,8.9853521320071e+19,1321282356427.9,6.6801602088456e+19,1183407849322.8,5.9830920979328e+19,1280784736206.6,6.4754117008229e+19,919480922649.95,4.6487261730222e+19,196899,50558157.961826,58330000
