time,F10_fission_heat,F11_fission_heat,F1_fission_heat,F2_fission_heat,F3_fission_heat,F4_fission_heat,F5_fission_heat,F6_fission_heat,F7_fission_heat,F8_fission_heat,F9_fission_heat,bnorm,eigenvalue,group1diff,integral_group1,integral_group10,integral_group10xreactor_vol,integral_group11,integral_group11xreactor_vol,integral_group12,integral_group12xreactor_vol,integral_group13,integral_group13xreactor_vol,integral_group14,integral_group14xreactor_vol,integral_group15,integral_group15xreactor_vol,integral_group1xreactor_vol,integral_group2,integral_group2xreactor_vol,integral_group3,integral_group3xreactor_vol,integral_group4,integral_group4xreactor_vol,integral_group5,integral_group5xreactor_vol,integral_group6,integral_group6xreactor_vol,integral_group7,integral_group7xreactor_vol,integral_group8,integral_group8xreactor_vol,integral_group9,integral_group9xreactor_vol,memory,reactor_vol,total_fission_heat
1,1.2366182589966e-12,1.368920072274e-12,1.3454059179337e-12,1.1341835489609e-12,1.6721598252652e-12,1.0281454644148e-12,1.368914860166e-12,1.6721166096575e-12,1.0430511062945e-12,1.2366170375024e-12,1.0281492021283e-12,1.0646803288842,1.0646803288842,0.0024269532447322,6.2754391799761e-08,1.6710235128885e-06,84.483870722543,2.8443189271882e-06,143.80352561459,1.4180627127924e-06,71.694638633133,5.7765694197851e-07,29.205270920295,1.0273306800923e-07,5.1939946803139,3.542087847318e-08,1.7908143689937,3.1727464534106,1.4180627127924e-06,71.694638633133,1.7263751514863e-06,87.282347610215,5.6480968583268e-07,28.555737314698,4.4771387950458e-07,22.635589041695,3.300982633705e-07,16.68916014241,2.9450248785116e-07,14.88950330093,3.6542307822012e-07,18.47511771155,7.3410881049569e-07,37.11518920221,196987,50558157.961826,1.4134281903594e-11
2,5103332.7012483,5649321.8658275,5552282.5799248,4680600.4622045,6900745.5258776,4242997.6526835,5649300.3562624,6900567.1817345,4304510.9362567,5103327.6603301,4243013.0776501,4.3937713997359e+18,1.0646803288842,3.8204254076201e+15,258977689750.86,6896056140072,3.4865189564338e+20,11738065234195,5.9345495627666e+20,5852125958811.4,2.9587270863809e+20,2383901046790.3,1.2052564568899e+20,423963516353.46,2.1434814429849e+19,146176498773.19,7.3904145152815e+18,1.3093434947013e+19,5852125958811.4,2.9587270863809e+20,7124483809863.1,3.6020077785553e+20,2330882403459.3,1.1784512074454e+20,1847646082738.9,9.3413582508662e+19,1362264587174.1,6.887358818415e+19,1215366315284.1,6.1446682149618e+19,1508044646198.8,7.6243959436006e+19,3029553762142.4,1.5316865766024e+20,196987,50558157.961826,58330000
