x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21,group22,group23,group24,group25,group26
1,3,825.38461538462,825.38461538462,46351377088.672,885590413974.64,10062114568757,11165950544354,9480691061060.6,9105820787431.5,3833909874018.4,3789770135095.5,4948550520936.1,3595032722717.3,3446898838879,3240489922935.3,2946464488462.6,1854397573825.1,1661970330623.8,2446949212517.2,2050751992582.2,2419935975882.7,2578836649057.8,3207252058139.7,3546066791858.6,2368260409407.1,1748950032387.8,1263977558710,200718135995.58,57961436785.188
1,3,828.97324414716,828.97324414716,46131545435.06,881390268693.35,10014391266298,11112990644883,9435722679098.8,9062628099733.1,3815723564862.6,3771792678304,4925075205831.5,3577977797953.2,3430546175348.6,3225116070776.2,2932485241124.3,1845599410932.4,1654085042970,2435339407751.8,2041021950788.6,2408454443932.8,2566601883245.5,3192037442922.2,3529246248549,2357027217028.9,1740654579631.9,1257982475733.3,199766131281.73,57686523995.937
1,3,832.5618729097,832.5618729097,45910627975.511,877169369823.7,9966431971819.4,11059768583625,9390531395625,9019220961978.2,3797446895128.9,3753725831918.4,4901483054701,3560837937934.6,3414112031486.8,3209665585764.7,2918436296865.8,1836757379590.1,1646160439184.9,2423671734766.9,2031243436229.9,2396915780125.2,2554306381028.1,3176747551137.5,3512342680701,2345738646825.5,1732318258706.9,1251957869094.1,198809439174.65,57410257364.289
1,3,836.15050167224,836.15050167224,45686650184.922,872889932175.76,9917806192381,11005804441521,9344707746832.5,8975204408127,3778913292728.1,3735404711162.1,4877558513324.2,3543456481922.4,3397446218802.4,3193997369372.7,2904189522461.9,1827790933946.1,1638124428731.5,2411840394812.6,2021328086614.7,2385216255953.5,2541840385970.8,3161246875026.7,3495206879735.9,2334295217358.3,1723867655601.1,1245850698948.2,197839638268,57130204713.785
1,3,839.73913043478,839.73913043478,45460504263.934,868569021986.77,9868708233206.7,10951314562815,9298436090797.6,8930756105701.4,3760197663115.8,3716903446498.1,4853398485855.3,3525903864159.5,3380616277397.8,3178174898418.4,2889802592778.6,1818736345409.6,1630009490808.9,2399893102915,2011315794465.6,2373402768213.4,2529253603095.6,3145596866082.8,3477906550269.1,2322742075878.7,1715336087832.9,1239685035637.3,196860550265.81,56847469810.131
1,3,843.32775919732,843.32775919732,45232414923.62,864210892743,9819185776150,10896350159269,9251758776863.1,8885916477558,3741317054660.9,3698239001050,4829025519918.3,3508196761954.7,3363638552191.6,3162213933853.8,2875290241815.4,1809603078595.1,1621824272177,2387843042999.1,2001217943257.7,2361489184845.5,2516561085887.6,3129816069300.9,3460461776486.8,2311092416406.7,1706733187291,1233467782921,195873266966.34,56562369258.133
1,3,846.91638795987,846.91638795987,45001094331.589,859790880748,9768957522103,10840596780750,9204406990483.7,8840426206559.9,3722162141962,3679303240924,4804298509035.3,3490232804159.4,3346415112302.6,3146022701065.4,2860569357510.9,1800338996306.3,1613522200398.8,2375622114485,1990977836154.7,2349409176164.7,2503692768100,3113817816399.2,3442776840462.5,2299282280024.7,1698011684374.4,1227164754401.1,194872357648.02,56273335429.782
1,3,850.50501672241,850.50501672241,44768910810.477,855354332417.57,9718540569992,10784631692676,9156874040047.5,8794761943069.1,3702934090882.4,3660295431170.6,4779478155000.4,3472201551941.6,3329127745171.2,3129772010294.1,2845795047929.5,1791041588177.2,1605190512787.2,2363358258077.3,1980702236997,2337287883453.9,2490780726355.5,3097764647107.1,3425030332591.3,2287430613149.9,1689259310537.3,1220839314791.4,193867881577.95,55983273939.657
1,3,854.09364548495,854.09364548495,44532385772.921,850834587479.37,9667174251628,10727601464327,9108429627999,8748222299102.9,3683338070417.6,3640925129701.9,4754188178561.3,3453831732106.7,3311518751175.8,3113222178125.5,2830751948335.8,1781576513101.9,1596709823791.1,2350878425455.8,1970248072366.7,2324958885035.4,2477648703292,3081435185803.3,3406974048179.1,2275370000579,1680351620798,1214401121866.5,192845460682.85,55688042139.958
1,3,857.68227424749,857.68227424749,44295860735.364,846314842541.18,9615807933264,10670571235977,9059985215950.5,8701682655136.7,3663742049952.8,3621554828233.2,4728898202122.2,3435461912271.8,3293909757180.4,3096672345956.9,2815708848742.1,1772111438026.6,1588229134795,2338398592834.3,1959793907736.4,2312629886616.9,2464516680228.5,3065105724499.4,3388917763766.9,2263309388008.1,1671443931058.7,1207962928941.7,191823039787.75,55392810340.258
