x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21,group22,group23,group24,group25,group26
1,3,258.38127090301,258.38127090301,69139402962.227,1319783250386.4,15002440454078,16639616693991,14119748848764,13555101862449,5703559481493.3,5634406658295.8,7348545388845.9,5329992457404.8,5098561850575.9,4778248754511.5,4325768632051.7,2706048568708.3,2412658915196.8,3510762698086.2,2889891388601.2,3330290189886.1,3393682369508.4,3867758948238.8,3961477047971.2,2534351574373.1,1824138143313,1292783771952.6,203206223435.07,58974768678.275
1,3,261.96989966555,261.96989966555,69013309599.551,1317377619423.9,14975120067859,16609368596550,14094123718154,13530526628562,5693222008536.7,5624195665241.5,7335224823852.3,5320326993571.8,5089310250060.8,4769570978553.2,4317904316208.6,2701124792701,2408265276292.8,3504358528619,2884611416492,3324193528076.1,3387457586290.9,3860655997508.3,3954199907045.1,2529696491201,1820788136732.6,1290409967189.1,202833126452.89,58866478452.336
1,3,265.55852842809,265.55852842809,68888566957.649,1314997303437.4,14948079286937,16579410300833,14068730709176,13506170538241,5682976934797.5,5614077100849.7,7322029199867.7,5310755482972.4,5080152530865.6,4760985648124.9,4310128229314.5,2696258350535.7,2403924581204.9,3498036316984.7,2879402441677.2,3318183154787.2,3381323770101.9,3853656220104.7,3947025737371.1,2525105749369.5,1817483643659.7,1288068012147.7,202465004103.8,58759641588.971
1,3,269.14715719064,269.14715719064,68764437208.341,1312628474178.2,14921165377549,16549583503300,14043443025912,13481913884807,5672773787411.3,5604000476171.9,7308890268147.3,5301226603864.4,5071037410530.8,4752442265064.1,4302392176504.9,2691417923730.4,2399607909492.8,3491751293901.7,2874225682044.7,3312211935109.2,3375231230406.9,3846703257830.5,3939898291134.6,2520544202566.2,1814199802443.4,1285740508989.3,202099139005.67,58653464192.15
1,3,272.73578595318,272.73578595318,68641288452.34,1310278160943.6,14894457982386,16519977759820,14018336244664,13457826142673,5662641033273.3,5593992946095.6,7295841356256.4,5291763273664,5061985545508.6,4743958977562,4294711520908.5,2686612668415.3,2395323073504.4,3485514062772,2869089446266,3306289226340.8,3369190181717.7,3839810896330.1,3932833814599.9,2516023102090.4,1810945088811.7,1283433637599.1,201736516003.66,58548228120.313
1,3,276.32441471572,276.32441471572,68519210486.235,1307948058623.7,14867976005017,16490613304884,13993426924550,13433922773371,5652585115927.4,5584060835291.5,7282890704285.3,5282371492481.8,5053002725962.1,4735541286549.1,4287091333386.4,2681845804061.9,2391072987367.1,3479328998298.7,2863997443748.4,3300419468995.8,3363205337335.2,3832984682779.6,3925838071786.2,2511546150253.1,1807722168998.8,1281149286534.5,201377431867.57,58444019538.954
1,3,279.91304347826,279.91304347826,68397673836.066,1305628238613.7,14841609848858,16461375499758,13968623316285,13410119158415,5642570869153.6,5574169611679.2,7269992996502.1,5273017961869.4,5044056418419.8,4727157811267.1,4279502188487.5,2677098411032.4,2386840321398,3473169520417.1,2858926729097.8,3294574663889,3357246557965.9,3826189031525.2,3918874227921.5,2507089795134.4,1804514143245.5,1278875518034.7,201020013235.02,58340293740.824
1,3,283.5016722408,283.5016722408,68277612997.932,1303336451690.9,14815559460854,16432482985251,13944107914607,13386587507858,5632670230584.8,5564389860509.8,7257239632648.8,5263768715368.3,5035209655065.3,4718867619748.2,4271997676377,2672404103478.8,2382655148754.5,3467079800318.9,2853914052439.7,3288797887101.4,3351358840720.7,3819476703523.2,3911997351481.1,2502689593701.9,1801346723783,1276630601219.5,200667135333.73,58237884174.587
1,3,287.09030100334,287.09030100334,68157667618.614,1301046865616.4,14789534010443,16403618024852,13919615766388,13363078011226,5622778880260,5554619249921.2,7244498129454.2,5254528040438.7,5026371064759.6,4710585067485.1,4264500066868.6,2667714109894,2378473820548.3,3460995677708.2,2848905991636,3283026454443.2,3345476624215.5,3812770739250.3,3905127069483.2,2498293638414.5,1798182371614.2,1274387862970.1,200314600238.36,58135573991.754
1,3,290.67892976589,290.67892976589,68039576998.518,1298792634520.4,14763909163719,16375195700514,13895497167527,13339924400758,5613036738602.8,5544995475903.2,7231947158836.4,5245425061370.6,5017663768348.3,4702425234131.2,4257113342481.9,2663093416978.8,2374354250341.8,3455001474531.1,2843972081067.6,3277340871214,3339682772969,3806167003508.8,3898362722252.2,2493965894262.2,1795067293215.8,1272180121747.7,199967572063.03,58034860328.714
1,3,294.26755852843,294.26755852843,67921486378.422,1296538403424.4,14738284316995,16346773376176,13871378568667,13316770790291,5603294596945.7,5535371701885.2,7219396188218.7,5236322082302.5,5008956471937,4694265400777.3,4249726618095.3,2658472724063.6,2370234680135.2,3449007271354.1,2839038170499.1,3271655287984.7,3333888921722.5,3799563267767.3,3891598375021.2,2489638150109.9,1791952214817.3,1269972380525.3,199620543887.7,57934146665.675
1,3,297.85618729097,297.85618729097,67805040740.421,1294315571862.5,14713016183876,16318746687247,13847595399533,13293938428815,5593687451610.1,5525881078960.5,7207018452523.9,5227344506806,5000368894427,4686217543806.9,4242441078788.1,2653915251487.7,2366171418104.9,3443094889849.8,2834171558860,3266047265559.4,3328174304984,3793050329590.1,3884927487177.6,2485370376743.9,1788880378867.4,1267795320583,199278341063.78,57834832626.36
1,3,301.44481605351,301.44481605351,67688888028.109,1292098331686.8,14687811571557,16290790450010,13823871961129,13271163272875,5584104345375.3,5516414166552.6,7194671565164.3,5218389262207.7,4991802635533.1,4678189626724.7,4235173557737.3,2649369036700.9,2362118182999,3437197078516.1,2829316931293.8,3260453054562.2,3322473797713.8,3786553559940.9,3878273241859,2481113282511.8,1785816243198.2,1265623724125.7,198936997501.12,57735767821.212
1,3,305.03344481605,305.03344481605,67573961913.309,1289904512261.8,14662873242319,16263129783158,13800399447284,13248628940583,5574622543291,5507047287667.9,7182455034790.8,5209528494829.1,4983326672440.6,4670246250817.2,4227982494043.8,2644870615587.9,2358107530741.5,3431361158610.3,2824513201532.4,3254917446742.4,3316833001436.9,3780124917511.7,3871688870442.8,2476900933035.2,1782784333326.5,1263474975982.2,198599246096.8,57637745314.213
