x,y,z,id,temp
0,0,0,0,770.64277205309
0,1.9874686716792,0,1.9874686716792,771.97171212142
0,3.9749373433584,0,3.9749373433584,773.71918044692
0,5.9624060150376,0,5.9624060150376,775.43906936645
0,7.9498746867168,0,7.9498746867168,777.15185135912
0,9.937343358396,0,9.937343358396,778.85201652853
0,11.924812030075,0,11.924812030075,780.54020005849
0,13.912280701754,0,13.912280701754,782.21636729051
0,15.899749373434,0,15.899749373434,783.88019399755
0,17.887218045113,0,17.887218045113,785.53182387946
0,19.874686716792,0,19.874686716792,787.17090394445
0,21.862155388471,0,21.862155388471,788.79758275562
0,23.84962406015,0,23.84962406015,790.41151046471
0,25.83709273183,0,25.83709273183,792.01283471543
0,27.824561403509,0,27.824561403509,793.60120986136
0,29.812030075188,0,29.812030075188,795.17678248428
0,31.799498746867,0,31.799498746867,796.73921117043
0,33.786967418546,0,33.786967418546,798.28864148825
0,35.774436090226,0,35.774436090226,799.82473624994
0,37.761904761905,0,37.761904761905,801.34764006729
0,39.749373433584,0,39.749373433584,802.85701997484
0,41.736842105263,0,41.736842105263,804.35301967449
0,43.724310776942,0,43.724310776942,805.83531042002
0,45.711779448622,0,45.711779448622,807.30403505416
0,47.699248120301,0,47.699248120301,808.75886904816
0,49.68671679198,0,49.68671679198,810.19995443518
0,51.674185463659,0,51.674185463659,811.62697089493
0,53.661654135338,0,53.661654135338,813.0400597049
0,55.649122807018,0,55.649122807018,814.43890475112
0,57.636591478697,0,57.636591478697,815.82364659409
0,59.624060150376,0,59.624060150376,817.19397332606
0,61.611528822055,0,61.611528822055,818.55002484627
0,63.598997493734,0,63.598997493734,819.89149344181
0,65.586466165414,0,65.586466165414,821.21851839278
0,67.573934837093,0,67.573934837093,822.53079618198
0,69.561403508772,0,69.561403508772,823.82846551976
0,71.548872180451,0,71.548872180451,825.11122707358
0,73.53634085213,0,73.53634085213,826.37921902862
0,75.52380952381,0,75.52380952381,827.63214623187
0,77.511278195489,0,77.511278195489,828.8701463956
0,79.498746867168,0,79.498746867168,830.09292854246
0,81.486215538847,0,81.486215538847,831.30062994205
0,83.473684210526,0,83.473684210526,832.49296379235
0,85.461152882206,0,85.461152882206,833.67006697272
0,87.448621553885,0,87.448621553885,834.8316568413
0,89.436090225564,0,89.436090225564,835.97786992864
0,91.423558897243,0,91.423558897243,837.10842775245
0,93.411027568922,0,93.411027568922,838.22346653678
0,95.398496240602,0,95.398496240602,839.32271195169
0,97.385964912281,0,97.385964912281,840.40629995249
0,99.37343358396,0,99.37343358396,841.47396035556
0,101.36090225564,0,101.36090225564,842.52582888673
0,103.34837092732,0,103.34837092732,843.56163950697
0,105.335839599,0,105.335839599,844.58152775686
0,107.32330827068,0,107.32330827068,845.58523172276
0,109.31077694236,0,109.31077694236,846.57288679928
0,111.29824561404,0,111.29824561404,847.54423520084
0,113.28571428571,0,113.28571428571,848.49941221303
0,115.27318295739,0,115.27318295739,849.4381641666
0,117.26065162907,0,117.26065162907,850.36062626916
0,119.24812030075,0,119.24812030075,851.26654896778
0,121.23558897243,0,121.23558897243,852.15606743768
0,123.22305764411,0,123.22305764411,853.0289362242
0,125.21052631579,0,125.21052631579,853.88529049797
0,127.19799498747,0,127.19799498747,854.72488890046
0,129.18546365915,0,129.18546365915,855.54786664515
0,131.17293233083,0,131.17293233083,856.35398645279
0,133.16040100251,0,133.16040100251,857.14338360506
0,135.14786967419,0,135.14786967419,857.9158249059
0,137.13533834586,0,137.13533834586,858.67144573751
0,139.12280701754,0,139.12280701754,859.41001696733
0,141.11027568922,0,141.11027568922,860.13167411826
0,143.0977443609,0,143.0977443609,860.8361921161
0,145.08521303258,0,145.08521303258,861.5237066555
0,147.07268170426,0,147.07268170426,862.19399670286
0,149.06015037594,0,149.06015037594,862.84719815573
0,151.04761904762,0,151.04761904762,863.48309401952
0,153.0350877193,0,153.0350877193,864.10182042454
0,155.02255639098,0,155.02255639098,864.70316440553
0,157.01002506266,0,157.01002506266,865.28726235313
0,158.99749373434,0,158.99749373434,865.85390531875
0,160.98496240602,0,160.98496240602,866.40322998751
0,162.97243107769,0,162.97243107769,866.93503140825
0,164.95989974937,0,164.95989974937,867.44944659043
0,166.94736842105,0,166.94736842105,867.94627458155
0,168.93483709273,0,168.93483709273,868.4256527354
0,170.92230576441,0,170.92230576441,868.8873840809
0,172.90977443609,0,172.90977443609,869.33160634834
0,174.89724310777,0,174.89724310777,869.75812653547
0,176.88471177945,0,176.88471177945,870.16708277528
0,178.87218045113,0,178.87218045113,870.55828602424
0,180.85964912281,0,180.85964912281,870.93187484197
0,182.84711779449,0,182.84711779449,871.28766412769
0,184.83458646617,0,184.83458646617,871.62579289549
0,186.82205513784,0,186.82205513784,871.94607997881
0,188.80952380952,0,188.80952380952,872.24866486524
0,190.7969924812,0,190.7969924812,872.53337030838
0,192.78446115288,0,192.78446115288,872.80033629592
0,194.77192982456,0,194.77192982456,873.04938948778
0,196.75939849624,0,196.75939849624,873.28067038987
0,198.74686716792,0,198.74686716792,873.49400955506
0,200.7343358396,0,200.7343358396,873.68954803356
0,202.72180451128,0,202.72180451128,873.86712025559
0,204.70927318296,0,204.70927318296,874.0268678382
0,206.69674185464,0,206.69674185464,874.16862906913
0,208.68421052632,0,208.68421052632,874.29254615487
0,210.67167919799,0,210.67167919799,874.39846122976
0,212.65914786967,0,212.65914786967,874.48651710294
0,214.64661654135,0,214.64661654135,874.55655974389
0,216.63408521303,0,216.63408521303,874.6087325861
0,218.62155388471,0,218.62155388471,874.64288541033
0,220.60902255639,0,220.60902255639,874.65916229582
0,222.59649122807,0,222.59649122807,874.65741682032
0,224.58395989975,0,224.58395989975,874.63779372463
0,226.57142857143,0,226.57142857143,874.60015036776
0,228.55889724311,0,228.55889724311,874.54463217204
0,230.54636591479,0,230.54636591479,874.47110025828
0,232.53383458647,0,232.53383458647,874.3797007414
0,234.52130325815,0,234.52130325815,874.27029848983
0,236.50877192982,0,236.50877192982,874.14304033022
0,238.4962406015,0,238.4962406015,873.99779485774
0,240.48370927318,0,240.48370927318,873.83470962379
0,242.47117794486,0,242.47117794486,873.65365693564
0,244.45864661654,0,244.45864661654,873.45478508103
0,246.44611528822,0,246.44611528822,873.23797006005
0,248.4335839599,0,248.4335839599,873.00336091152
0,250.42105263158,0,250.42105263158,872.75083731085
0,252.40852130326,0,252.40852130326,872.48054905733
0,254.39598997494,0,254.39598997494,872.19237948396
0,256.38345864662,0,256.38345864662,871.88647916281
0,258.3709273183,0,258.3709273183,871.5627350602
0,260.35839598997,0,260.35839598997,871.22129853991
0,262.34586466165,0,262.34586466165,870.86206017908
0,264.33333333333,0,264.33333333333,870.48517213409
0,266.32080200501,0,266.32080200501,870.09052858358
0,268.30827067669,0,268.30827067669,869.67828248715
0,270.29573934837,0,270.29573934837,869.24833159785
0,272.28320802005,0,272.28320802005,868.80082968694
0,274.27067669173,0,274.27067669173,868.33567806103
0,276.25814536341,0,276.25814536341,867.8530313145
0,278.24561403509,0,278.24561403509,867.35279428885
0,280.23308270677,0,280.23308270677,866.83512240414
0,282.22055137845,0,282.22055137845,866.29992400983
0,284.20802005013,0,284.20802005013,865.74735536558
0,286.1954887218,0,286.1954887218,865.17732830896
0,288.18295739348,0,288.18295739348,864.58999993757
0,290.17042606516,0,290.17042606516,863.9852855584
0,292.15789473684,0,292.15789473684,863.363343112
0,294.14536340852,0,294.14536340852,862.72409135066
0,296.1328320802,0,296.1328320802,862.06768906723
0,298.12030075188,0,298.12030075188,861.39405843303
0,300.10776942356,0,300.10776942356,860.70335909294
0,302.09523809524,0,302.09523809524,859.99551661556
0,304.08270676692,0,304.08270676692,859.27069150531
0,306.0701754386,0,306.0701754386,858.52881270194
0,308.05764411028,0,308.05764411028,857.77004156918
0,310.04511278195,0,310.04511278195,856.9943103933
0,312.03258145363,0,312.03258145363,856.20178140508
0,314.02005012531,0,314.02005012531,855.39239020843
0,316.00751879699,0,316.00751879699,854.56629989631
0,317.99498746867,0,317.99498746867,853.723449375
0,319.98245614035,0,319.98245614035,852.86400260281
0,321.96992481203,0,321.96992481203,851.98790175321
0,323.95739348371,0,323.95739348371,851.09531164866
0,325.94486215539,0,325.94486215539,850.18617770668
0,327.93233082707,0,327.93233082707,849.26066561843
0,329.91979949875,0,329.91979949875,848.3187240152
0,331.90726817043,0,331.90726817043,847.36051945501
0,333.89473684211,0,333.89473684211,846.38600375941
0,335.88220551378,0,335.88220551378,845.39534434676
0,337.86967418546,0,337.86967418546,844.38849620309
0,339.85714285714,0,339.85714285714,843.36562760558
0,341.84461152882,0,341.84461152882,842.32669667581
0,343.8320802005,0,343.8320802005,841.27187254526
