x,y,z,id,temp
0,396.5,0,0,807.75411382867
0.0045117056856187,396.5,0,0.0045117056856187,807.72875969895
0.0090234113712375,396.5,0,0.0090234113712375,807.70340556924
0.013535117056856,396.5,0,0.013535117056856,807.67805143953
0.018046822742475,396.5,0,0.018046822742475,807.65269730981
0.022558528428094,396.5,0,0.022558528428094,807.6191534179
0.027070234113712,396.5,0,0.027070234113712,807.55999378177
0.031581939799331,396.5,0,0.031581939799331,807.50083414565
0.03609364548495,396.5,0,0.03609364548495,807.44167450953
0.040605351170569,396.5,0,0.040605351170569,807.38251487341
0.045117056856187,396.5,0,0.045117056856187,807.3053377603
0.049628762541806,396.5,0,0.049628762541806,807.20899206682
0.054140468227425,396.5,0,0.054140468227425,807.11264637334
0.058652173913043,396.5,0,0.058652173913043,807.01630067987
0.063163879598662,396.5,0,0.063163879598662,806.91995498639
0.067675585284281,396.5,0,0.067675585284281,806.79623208725
0.0721872909699,396.5,0,0.0721872909699,806.66221740009
0.076698996655518,396.5,0,0.076698996655518,806.52820271293
0.081210702341137,396.5,0,0.081210702341137,806.39418802578
0.085722408026756,396.5,0,0.085722408026756,806.26017333862
0.090234113712375,396.5,0,0.090234113712375,806.08949971441
0.094745819397993,396.5,0,0.094745819397993,805.91765505425
0.099257525083612,396.5,0,0.099257525083612,805.74581039408
0.10376923076923,396.5,0,0.10376923076923,805.57396573392
0.10828093645485,396.5,0,0.10828093645485,805.39411191355
0.11279264214047,396.5,0,0.11279264214047,805.18436410736
0.11730434782609,396.5,0,0.11730434782609,804.97461630117
0.12181605351171,396.5,0,0.12181605351171,804.76486849498
0.12632775919732,396.5,0,0.12632775919732,804.55512068879
0.13083946488294,396.5,0,0.13083946488294,804.32816338992
0.13535117056856,396.5,0,0.13535117056856,804.0804730362
0.13986287625418,396.5,0,0.13986287625418,803.83278268249
0.1443745819398,396.5,0,0.1443745819398,803.58509232878
0.14888628762542,396.5,0,0.14888628762542,803.33740197507
0.15339799331104,396.5,0,0.15339799331104,803.06329367151
0.15790969899666,396.5,0,0.15790969899666,802.77763712872
0.16242140468227,396.5,0,0.16242140468227,802.49198058593
0.16693311036789,396.5,0,0.16693311036789,802.20632404314
0.17144481605351,396.5,0,0.17144481605351,801.92066750035
0.17595652173913,396.5,0,0.17595652173913,801.59938092254
0.18046822742475,396.5,0,0.18046822742475,801.27574289251
0.18497993311037,396.5,0,0.18497993311037,800.95210486249
0.18949163879599,396.5,0,0.18949163879599,800.62846683246
0.19400334448161,396.5,0,0.19400334448161,800.29797692648
0.19851505016722,396.5,0,0.19851505016722,799.93634694137
0.20302675585284,396.5,0,0.20302675585284,799.57471695625
0.20753846153846,396.5,0,0.20753846153846,799.21308697113
0.21205016722408,396.5,0,0.21205016722408,798.85145698602
0.2165618729097,396.5,0,0.2165618729097,798.47376798852
0.22107357859532,396.5,0,0.22107357859532,798.07413857057
0.22558528428094,396.5,0,0.22558528428094,797.67450915261
0.23009698996656,396.5,0,0.23009698996656,797.27487973466
0.23460869565217,396.5,0,0.23460869565217,796.8752503167
0.23912040133779,396.5,0,0.23912040133779,796.45035242331
0.24363210702341,396.5,0,0.24363210702341,796.01271804477
0.24814381270903,396.5,0,0.24814381270903,795.57508366623
0.25265551839465,396.5,0,0.25265551839465,795.13744928768
0.25716722408027,396.5,0,0.25716722408027,794.69981490914
0.26167892976589,396.5,0,0.26167892976589,794.22770111659
0.26619063545151,396.5,0,0.26619063545151,793.75205757565
0.27070234113712,396.5,0,0.27070234113712,793.2764140347
0.27521404682274,396.5,0,0.27521404682274,792.80077049376
0.27972575250836,396.5,0,0.27972575250836,792.31944806797
0.28423745819398,396.5,0,0.28423745819398,791.80579209581
0.2887491638796,396.5,0,0.2887491638796,791.29213612365
0.29326086956522,396.5,0,0.29326086956522,790.77848015149
0.29777257525084,396.5,0,0.29777257525084,790.26482417933
0.30228428093645,396.5,0,0.30228428093645,789.73627936986
0.30679598662207,396.5,0,0.30679598662207,789.18460837324
0.31130769230769,396.5,0,0.31130769230769,788.63293737662
0.31581939799331,396.5,0,0.31581939799331,788.08126638
0.32033110367893,396.5,0,0.32033110367893,787.52959538339
0.32484280936455,396.5,0,0.32484280936455,786.9538246582
0.32935451505017,396.5,0,0.32935451505017,786.36413654505
0.33386622073579,396.5,0,0.33386622073579,785.7744484319
0.3383779264214,396.5,0,0.3383779264214,785.18476031875
0.34288963210702,396.5,0,0.34288963210702,784.5950722056
0.34740133779264,396.5,0,0.34740133779264,783.9720727916
0.35191304347826,396.5,0,0.35191304347826,783.34436584947
0.35642474916388,396.5,0,0.35642474916388,782.71665890734
0.3609364548495,396.5,0,0.3609364548495,782.08895196522
0.36544816053512,396.5,0,0.36544816053512,781.45674189633
0.36995986622074,396.5,0,0.36995986622074,780.79101470559
0.37447157190635,396.5,0,0.37447157190635,780.12528751485
0.37898327759197,396.5,0,0.37898327759197,779.45956032411
0.38349498327759,396.5,0,0.38349498327759,778.79383313336
0.38800668896321,396.5,0,0.38800668896321,778.1143915559
0.39251839464883,396.5,0,0.39251839464883,777.41064292636
0.39703010033445,396.5,0,0.39703010033445,776.70689429681
0.40154180602007,396.5,0,0.40154180602007,776.00314566727
0.40605351170569,396.5,0,0.40605351170569,775.29939703773
0.4105652173913,396.5,0,0.4105652173913,774.57272229478
0.41507692307692,396.5,0,0.41507692307692,773.8309512186
0.41958862876254,396.5,0,0.41958862876254,773.08918014241
0.42410033444816,396.5,0,0.42410033444816,772.34740906623
0.42861204013378,396.5,0,0.42861204013378,771.60563799004
