x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21
1,3,46.652173913043,46.652173913043,374764.87755734,28730888.451955,18977376.225281,41527830.50983,14511165.404671,22710447.135474,19299959.801961,21821271.982219,24677602.108936,28034254.770461,20293715.289683,70022855.070403,272489142.76941,8502210670.8738,155475991783.58,1247692407578.9,5729485454837.5,2647848034797.5,2513008042827.1,539897720462.71,192267447212.47
1,3,50.240802675585,50.240802675585,603354.13857033,44534800.013243,29399695.216321,64269831.782822,22452804.873881,35127561.769514,29844812.361814,33734723.784638,38139816.810613,43314716.916527,31348122.156437,105833070.67193,314090023.77806,9296074606.6609,169613588421.06,1361013157560.6,6249777026758.6,2888286527721.4,2741196564123.9,588920838171.18,209725457827.14
1,3,53.829431438127,53.829431438127,921717.65398497,66000574.835311,43550083.136874,95123246.649647,33225125.65579,51966238.392091,44141741.742349,49883872.730236,56384332.648277,64018443.873392,46323441.595661,154170522.03254,363485315.81113,10122139638.853,184181428285.61,1477730962885.5,6785632750927.5,3135913237272.9,2976204835802.1,639408626792.85,227705057106.06
1,3,57.418060200669,57.418060200669,1475579.2129146,101856937.59576,67170597.306514,146558996.88898,51178356.108329,80017339.3216,67950607.660132,76767626.864599,86744619.040389,98456704.618709,71226045.671997,234186735.42479,432143158.91019,11013642446.239,199543557289.8,1600681859030.2,7350021685387.7,3396714600982,3223710761185.4,692580184771.76,246640377077.24
1,3,61.006688963211,61.006688963211,2381187.1904186,158064318.8848,104169856.72521,227012460.3637,79250639.619148,123857015.52398,105145940.67841,118749230.06916,134133802.06631,152184576.96822,110063935.54131,358572088.60187,527115958.55645,11973521296.863,215591360632.42,1728937526425.2,7938645134985.9,3668699325258,3481822058772.5,748028487994.62,266386461797.72
1,3,64.595317725753,64.595317725753,3651124.9911482,234799655.49492,154657128.05857,336688685.51516,117510851.01641,183586379.64338,155809231.32176,175915321.05476,198643002.07936,225296860.50613,162901377.70761,527475952.33166,648293395.06263,12995299934.624,232204589013.83,1861532470364.9,8547069288324.2,3949818347869.3,3748594023849.7,805335737989.8,286794525676.91
1,3,68.183946488294,68.183946488294,5809236.4475569,360151129.62618,237069158.6012,515447219.66492,179848213.87021,280850951.31439,238275729.25144,268923976.87841,303545924.96312,344123114.60394,248742493.27645,801183791.19289,830629032.59911,14144868434.533,249821212131.47,2001713380633.9,9190033760689.4,4246861320066.4,4030459179780.8,865881601526.77,308355858830.18
1,3,71.772575250836,71.772575250836,9396035.4061384,559426088.93495,367966358.05535,798842620.52124,278631079.47342,434874790.51287,368794770.7402,416039176.54094,469363164.21868,531805955.9928,384254549.89766,1232101858.9631,1103710233.7196,15455166647.042,268381357603.56,2148769618903,9864130815947.3,4558234672178.3,4325895617877.6,929337204309.13,330953314767.73
1,3,75.361204013378,75.361204013378,14459039.034989,832774523.93641,547413609.9774,1186839837.4653,413832395.12848,645578474.15753,547273501.61739,617123614.72143,695898011.89736,788067983.18794,569209456.16852,1819156000.8208,1466545022.3382,16915155282.705,287701131740.46,2301232669036,10562622269930,4880825238854,4631949214018.2,995067993731.79,354360919517.49
1,3,78.94983277592,78.94983277592,22868081.302942,1269634468.9306,833965745.58764,1805252830.0908,629226731.34757,981017266.10636,831246566.25768,936856832.67378,1055834681.0266,1194895963.1902,862661225.26522,2748138676.4872,2025199385.7881,18683303389.106,308333634830.24,2462725932509.9,11301635161992,5222019688401,4955596775423.4,1064566101512.5,379109947626.58
