x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15
1,3,0,0,1135.9515319877,70695.768854594,33784.230872976,105906.73010088,39703.905365088,33689.478428971,87510.022625079,50831.796344732,388999.83406297,256272640.6413,14899644270.752,272923503259.06,251439035989.67,98889997855.853,8992465777.5762
1,3,3.5886287625418,3.5886287625418,2020.3775281513,179259.57239691,112033.82839295,370484.48302052,139602.62302726,118599.90272224,308215.74986613,178918.6075121,1271758.7779859,831533570.73478,48641105908.595,899580200603.2,845527137502.11,351623151152.53,33884085126.502
1,3,7.1772575250836,7.1772575250836,3309.3179010371,320789.14252825,209851.4671117,704043.69380162,265692.89822584,225848.93671382,587168.8169024,340417.64609769,2183014.7535493,1410186727.4029,82603468999.041,1530019925902.8,1441801357325.6,603299165582.37,58484873153.875
1,3,10.765886287625,10.765886287625,5024.8432278573,497251.48615399,328625.24060902,1111115.9170445,419680.19756842,356884.03616848,928124.78271464,537480.76432051,3124419.9595903,1992283239.2008,116787300838.2,2164253809975,2040331427376.2,854048219541.01,82817154538.048
1,3,14.354515050167,14.354515050167,8282.054284632,805274.416223,533246.44872996,1808095.5728219,683210.70112565,581097.22582999,1511384.495665,873450.08315235,4177857.8581038,2582597256.4683,151409113608.44,2806038083022.9,2645450838230.3,1107374946852.9,107384198262.62
1,3,17.943143812709,17.943143812709,13240.419963468,1255091.9824123,831484.68801919,2820922.6230343,1065980.8138098,906664.60776234,2357827.764967,1360199.5347209,5348701.7307486,3178800449.6721,186346862573.25,3453614635575.7,3256003994557.5,1362965004949.3,132170099914.76
1,3,21.531772575251,21.531772575251,19982.076272088,1852388.2185034,1227114.6917361,4162296.45465,1572778.0313325,1337649.8687392,3477961.2756752,2003734.7052439,6641125.1735058,3780774877.9303,221593999845.2,4106870338864.9,3871888063606.9,1620776954299.8,157170929108.55
1,3,25.120401337793,25.120401337793,32578.955275094,2917874.1964315,1932232.7329393,6547215.1724486,2473420.8940165,2103308.1838556,5466355.6127179,3144468.5064868,8312107.5375118,4396146578.9182,257556088770.78,4773351944528.1,4500235637217.3,1883804165797.3,182677370389.88
1,3,28.709030100334,28.709030100334,52127.375393287,4513688.2009397,2987775.3243787,10111705.571146,3819077.0229357,3247004.0216926,8434708.3620565,4846137.1139204,10403538.877906,5021913973.1456,294053252720.78,5449737093642.5,5137919166945.9,2150739203939.5,208562752833.24
1,3,32.297658862876,32.297658862876,78934.954735256,6656019.1349139,4404374.0061873,14890828.528784,5622915.6862218,4779887.0523995,12411662.734532,7125063.9850104,12926400.065407,5657491998.3171,331049203500.21,6135353130817.1,5784304543052.6,2421316654714.3,234801340108.29
1,3,35.886287625418,35.886287625418,127812.60115228,10401580.879721,6879613.4065385,23225436.201043,8767479.1093892,7451296.4497668,19337067.637164,11090906.573107,16699821.098199,6314520034.3853,369080937349.78,6840129021560.3,6448751633783.7,2699454458737.9,261773062301.59
1,3,39.47491638796,39.47491638796,204984.35461537,16102455.369992,10644980.462339,35881787.318553,13540819.083569,11505266.035169,29838911.065109,17101850.989854,21977908.346744,6989618357.3194,407903550572.49,7559518374072.6,7126973849837.3,2983358204825.4,289303909612.4
1,3,43.063545150502,43.063545150502,311603.98794699,23803141.76554,15729463.626425,52952636.173522,19977542.292089,16970944.005213,43991026.320278,25199687.719554,28788776.027716,7681388584.4795,447429655665.06,8291900728800.5,7817443406734,3272388354203.2,317331864075.58
1,3,46.652173913043,46.652173913043,501297.60259164,36961439.081433,24411918.151045,82041168.883478,30940665.461062,26276955.630671,68064795.634427,38967534.94577,39750132.403351,8409042790.74,488315708178.67,9049365182839.2,8531553863862.5,3571313669868.4,346319342086.33
1,3,50.240802675585,50.240802675585,805890.75297939,57290734.021635,37817709.807618,126854779.12731,47822372.719353,40601742.258308,105085572.9451,60129040.717585,56105063.67405,9171779598.4315,530290023122.54,9826839672700.4,9264521537003.7,3878131412664.8,376072121946.43
1,3,53.829431438127,53.829431438127,1229708.8999138,84902582.44133,56018459.819137,187607886.27496,70701391.843616,60010767.414213,155212965.18611,88772785.980158,77912824.835424,9967029351.6814,573191195771.59,10621331117786,10013524517269,4191660315496.3,406475652646.72
1,3,57.418060200669,57.418060200669,1965921.7316868,131023879.92945,86399291.018326,288761530.16141,108773999.85118,92295409.058068,238497987.15632,136335891.04188,113488570.38175,10833412086.313,617789657305.86,11446873085677,10791781243889,4517431746901.1,438066252683.04
1,3,61.006688963211,61.006688963211,3167810.7148674,203320242.19956,133987007.47447,446747655.69447,168199715.9501,142662198.42061,368252257.24266,210387003.22832,168304851.69348,11783305075.289,663831579867.27,12298601144512,11594697684861,4853521414089,470657271278.2
1,3,64.595317725753,64.595317725753,4851571.7897199,302018967.42355,198922093.62993,661897635.55638,249091860.85834,211199659.79604,544648472.78022,311009226.17351,242408065.60433,12812332239.824,711055512450.82,13171669294121,12417705108760,5198016842015.3,504063250877.75
1,3,68.183946488294,68.183946488294,7708854.6234736,463245397.43871,304916522.30922,1011995297.7253,380630340.67872,322587837.7341,830891050.7449,474168032.04236,361866785.78659,14015201359.38,760349999241.76,14081782006595,13275571623699,5557094132366.1,538882879176.52
1,3,71.772575250836,71.772575250836,12450086.957645,719547464.35287,473269569.48787,1565856800.2875,588540606.25598,498524459.89214,1282093640.673,731097173.83054,549232904.58121,15457129738.659,811539201063.55,15025029020123,14164578592770,5929191712422.5,574964536548.63
1,3,75.361204013378,75.361204013378,19135829.316935,1071118076.467,704065446.20932,2323009283.7645,872580534.61027,738761103.83933,1897291009.8619,1081154446.5032,803984908.63708,17129367435.617,864230697859.44,15994159457756,15077891213797,6311448725286.4,612030806262.65
1,3,78.94983277592,78.94983277592,30225106.979009,1632986687.3551,1072616159.0661,3527174292.208,1323892763.3142,1120191687.8619,2871947023.2903,1635153693.6216,1206194180.1154,19291899198.292,919461910965.88,17006085657022,16031340015877,6710474258908.1,650721913362.93
1,3,82.538461538462,82.538461538462,48923511.846997,2538403954.8133,1665892477.8837,5454441597.7545,2045250463.2906,1729200081.3796,4423198684.0313,2515498229.5699,1843924222.3632,22207708157.927,977240362002.85,18058452904467,17022582880691,7125269179409.5,690940252757.61
