x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21
1,3,35.886287625418,35.886287625418,129262.21015035,10516499.662431,6955593.6322427,15253054.266498,5334760.8830514,8358170.2455336,7105734.8570036,8038988.9415275,9164521.7458361,10414726.771997,8680467.6545348,826383700.29345,10624432980.327,283456899652.9,2290771294687.4,4591683436293.4,6532888398337.5,1592086305478.5,1143547461889.4,198404301696.25,66936192789.143
1,3,39.47491638796,39.47491638796,207309.20634213,16280328.660808,10762523.940251,23581203.305589,8245947.9740574,12915634.123631,10977999.934863,12417148.545818,14152453.184035,16078319.829237,12916543.164016,924154662.15639,11748199807.764,313288144806.41,2531817547258.2,5074833962927.4,7220293596971.1,1759608733369.4,1263873606348.5,219280748400.95,73979337273.806
1,3,43.063545150502,43.063545150502,315138.07292168,24066044.502173,15903124.991639,34820077.006348,12174065.089274,19063861.456953,16201072.103014,18321657.99483,20878193.84241,23713703.450442,18588551.349151,1028118935.1756,12894746230.28,343662941107.78,2777240979403.3,5566754356876.5,7920174258821.8,1930171269296,1386383303011,240536032675.3,81150291875.996
1,3,46.652173913043,46.652173913043,506983.48618207,37369610.366071,24681393.345868,53990223.522831,18872529.154696,29544237.918819,25101886.390891,28380736.928085,32332724.102715,36712938.114434,28164258.711035,1147709160.0134,14087243049.712,375088752684.01,3031115887815.7,6075604602001.5,8644136703619.7,2106602065447.2,1513107817148,262522566001.62,88567951724.057
1,3,50.240802675585,50.240802675585,815031.39016761,57923285.891479,38235081.60604,83555170.451946,29200463.759927,45697039.262785,38816202.307159,43874930.023453,49970542.720696,56722115.184649,42837715.212952,1286187935.2869,15319852851.719,407356033084.85,3291735814964.5,6597961013459.2,9387308177720.6,2287713448943,1643194025779.8,285092327155.45,96182379037.479
1,3,53.829431438127,53.829431438127,1243656.324321,85839843.974217,56636590.889421,123664725.88184,43209547.819054,67601559.345722,57410346.606746,64877965.642668,73874084.262518,83832900.070426,62674151.910381,1443404740.8618,16588012625.821,440340148660.73,3558092842258.6,7131803126560.6,10146813950370,2472804830192.1,1776138713960.5,308158008606.86,103964118665.88
1,3,57.418060200669,57.418060200669,1988218.6587524,132469966.27091,87352425.932401,190530687.14938,66557038.0067,104091693.53173,88375552.68481,99842399.362281,113651894.54291,128929052.78849,95580941.844949,1646605790.197,17927375758.738,474637693746.07,3834922634107.9,7686601989224.3,10936118160515,2665156357873.8,1914297558395,332128282804.6,112051049117.56
1,3,61.006688963211,61.006688963211,3203738.8864031,205563694.76425,135464718.93277,295119185.57927,103064076.69999,161120901.99021,136751633.3205,154443996.14512,175742392.91112,199286411.98419,146833209.62648,1912189446.0774,19339450181.659,510053691165.31,4120592753803.7,8259071492575.9,11750538251048,2863626151608.3,2056850148385.7,356860786408.74,120395143231.49
1,3,64.595317725753,64.595317725753,4906596.4942526,305350772.01593,201115458.00811,437697264.53837,152820457.58951,238821199.64861,202645070.33259,228796106.59975,260265774.52,295030096.26599,216515385.44359,2239788525.7732,20816766380.355,546386231908.8,4413470929034.1,8845939763503.4,12585419074016,3067079733589.7,2202981622116.4,382214141676.88,128948704020.68
1,3,68.183946488294,68.183946488294,7796285.3030626,468354521.71378,308277679.36291,670083611.42207,233889633.42816,365352785.28178,309905270.05921,349770529.12864,397720429.12969,450644569.38029,329645244.72526,2711838843.5008,22427045116.253,584326510558.87,4718873914191.2,9457797319152.4,13455794262291,3279177398703.7,2355319952891.6,408644190189.19,137865531128.46
1,3,71.772575250836,71.772575250836,12591289.998583,727481010.67175,478484844.23058,1038506186.9787,362359604.72882,565730545.90399,479673279.91425,541131199.30054,615004560.83079,696449285.04285,508167163.01632,3397942615.2529,24201595481.454,623743047809.87,5035506768927,10091991373496,14357860256193,3498989262256,2513196291202.9,436034794476.2,147106452387.65
1,3,75.361204013378,75.361204013378,19352858.306525,1082924998.3473,711821893.40831,1542924500.4676,538197268.16843,839855122.99106,711832162.68068,802704437.97738,911866172.989,1032087698.5437,751784020.43248,4295810100.4931,26128209178.079,664332702544.19,5360925764499.3,10743625363148,15284651360080,3724817865772.8,2675391439086.1,464174428479.03,156600104296.38
1,3,78.94983277592,78.94983277592,30567905.146434,1650981933.3933,1084429100.6069,2346922762.719,818342150.58692,1276281840.1018,1081236445.9222,1218646359.7415,1383577783.5243,1564969866.9228,1138250759.6338,5655791909.0504,28365915591.306,706912046330.72,5700906329874.7,11424072994833,16252245891116,3960571101841.9,2844708977458.2,493549181415.69,166510513596.59
1,3,82.538461538462,82.538461538462,49478378.782899,2566367258.1366,1684232458.3965,3637798977.8802,1267848637.1118,1975827560.7973,1672854289.0886,1884157863.5124,2137483959.4183,2415546975.5396,1754461384.1766,7751358695.17,31056254875.999,751503941875.75,6054736178816,12131687340833,17258189085425,4205639562180.8,3020707626827.6,524082141390.13,176811767784.07
1,3,86.127090301003,86.127090301003,76312973.514542,3827514036.073,2510002358.9653,5411592633.874,1885222430.9811,2935865142.7915,2484251305.3656,2796222822.1838,3169798519.2592,3579060557.5039,2596713426.6263,10566274145.688,34174335658.842,797671269872.79,6418941654753.2,12859521481590,18292605717768,4457617531577.3,3201659735898.8,555473592738.12,187402747758.99
1,3,89.715719063545,89.715719063545,119839208.72908,5800166147.612,3800465083.8678,8176548955.0552,2846963774.2959,4429833656.0247,3745813007.9132,4212877726.5316,4771342429.5564,5381666765.9548,3900210716.1454,14842557612.562,38139184794.797,846454170975.99,6799506528786.3,13618977850636,19371417764344,4720355108055.4,3390321113338.9,588200720616.11,198444538382.89
1,3,93.304347826087,93.304347826087,194399206.82526,9020788906.0761,5904568111.1168,12666508830.959,4407101405.3701,6849106063.1017,5785737817.5633,6499668518.311,7351377626.0317,8278762114.6953,5991477745.4101,21584885097.975,43476238814.125,898243979661.69,7196368336664.5,14409152180324,20492945898939,4993403995246.6,3586357395810.5,622204298784.23,209917280187.54
1,3,96.892976588629,96.892976588629,300845568.76142,13475609745.359,8812293013.5484,18851634307.064,6554501779.8374,10174360799.237,8586265681.404,9634759908.8234,10882718007.411,12236505717.986,8844376192.6583,30689546743.587,50104663619.259,952404046365.05,7604770694050.4,15220612733638,21643825873938,5273513010541.3,3787435237065.8,657079680949.37,221684436799.08
1,3,100.48160535117,100.48160535117,469773366.69085,20297941166.981,13260428647.437,28276639073.405,9823438975.2987,15227498362.15,12835735224.117,14383649399.65,16220873428.16,18204897983.314,13139083207.026,44241595281.89,59137980712.525,1010446785306,8030274476407.5,16062899492853,22836822100775,5563712578855.1,3995705882239.3,693197609969.81,233871336850.28
1,3,104.07023411371,104.07023411371,763675607.93871,31576524961.321,20600855082.014,43719415394.651,15169478738.264,23464388989.534,19743320308.586,22077839347.179,24836574130.385,27794902044.383,20017628991.514,65617183531.807,72308976449.336,1073646962692.7,8472713576932.1,16933197111046,24066696375478,5862605065688.4,4210127449250.4,730373598844.61,246416107511.83
1,3,107.65886287625,107.65886287625,1185725546.6592,47232642699.012,30776324401.061,65000976308.032,22525243238.208,34766743596.583,29199590617.413,32582315788.36,36561847078.712,40798722592.931,29320568208.314,94220044547.783,89253425800.295,1140956960922.6,8925795887188.8,17819451201219,25316592308717,6166112740665.8,4427780834886.5,768102156845.16,259148109059.63
1,3,111.2474916388,111.2474916388,1841343953.0955,70715092638.045,46015294274.062,96661095790.573,33448635447.664,51498219213.919,43160710431.251,48042339493.27,53755284434.374,59786673113.771,42863592180.978,135364372888.43,112702854002.89,1214821700928.6,9392938321052.9,18724649866813,26588849651218,6474618443722.3,4648882296458.1,806415056170.34,272078627683.08
1,3,114.83612040134,114.83612040134,2999578971.8555,109999444632.83,71433067006.244,148748889070.09,51352894382.933,78744451111.577,65770406169.365,72920165966.98,81220427436.772,89869897546.305,64196248360.722,198885888424.38,147537327263.3,1298304290364.3,9870037794903.1,19633917181473,27859076183589,6781866363363.9,4868842059743.2,844506574273.34,284936744061.31
1,3,118.42474916388,118.42474916388,4672219373.1613,164697977047.16,106732758805.97,220241507869.36,75847802869.179,115813471628.15,96388036451.834,106430802783.15,117995765664.35,129887542869.26,92444611264.163,281782531885.96,192088066253.38,1389174161680.1,10349360125589,20534302472720,29110156419364,7083817261408.2,5084800990453.8,881884801537.88,297556079897.49
1,3,122.01337792642,122.01337792642,7216711755.2645,245071757301.05,158463331975.49,323731913418.69,111184436890.31,168974126696.87,140077762779.38,153976293351.5,169837452866.83,185899817287.97,131787454243.82,395425485419,251958367910.52,1491107610535,10827723657422,21411895228933,30318661871229,7374411900149.5,5292298931953.1,917765382381.51,309673028715.18
1,3,125.60200668896,125.60200668896,11780131098.903,381034968251.28,245396865163.48,492875418601.64,168487779094.35,254057080944.39,209247293635.67,228348950319.91,249870531100.84,271170651237.47,191111282287.64,562070742077.65,337605165269.57,1608856218853.6,11283772999845,22210723619245,31398801606066,7632165556221.2,5475729170243.1,949423619260.41,320369932426.53
1,3,129.19063545151,129.19063545151,18406185713.963,570818492828.65,365945925070.66,721794085956.55,245509762745.73,367151363340.01,300366459278.84,325380682221.66,353227306653.97,380140349377.91,266387944936.79,769427599151,442632112016.75,1736842341926.9,11711030440976,22926964810150,32349678209161,7857304106474.1,5635393010658.8,976925376275.72,329667677240.77
1,3,132.77926421405,132.77926421405,28281505592.435,844080837144.49,538418599046.85,1041673911584.5,352399498947.79,522352693386.52,424271968785.75,456023653464.37,490922393385,523725608186.09,364837947310.66,1035021406625.5,575137353076.05,1878358206155.1,12090301933328,23512177440313,33097752407218,8031475189654.2,5757978496672.9,997948442616,336783981946.65
1,3,136.36789297659,136.36789297659,46257251988.448,1311094938859.2,827558848022.82,1548118195747.4,518828101178.84,757908213285.8,608605611353.62,646415546506.75,687439100810.15,724414126410.76,500531015874.74,1387689588877.2,746983077742.34,2032127140735.5,12348733506242,23807990863695,33412383326225,8097994867993,5802630198678.3,1005390574521.9,339323992212.44
1,3,139.95652173913,139.95652173913,72495124213.298,1964157403419.8,1223298489705.2,2207878434372.1,732541953456.03,1054262591723.4,836989497987.87,878783502432.26,923776417410.77,962283941818.53,659790061024.4,1790902104431.9,940391832252.78,2186721962772.7,12496489571308,23857275741311,33364867145278,8075160573204,5782754895967.2,1001602928693.2,338079057904.46
1,3,143.54515050167,143.54515050167,110821803194.84,2885746695937.3,1771054916289.7,3080168734977.7,1011153142056.6,1432824796186.6,1124215936882.7,1166518433003.1,1211941017082.2,1247836433294.8,848929217895.33,2255860100505.9,1159428547060.1,2338801473208.1,12486322117794,23561370402789,32812978491512,7928110297350.8,5673239871530.7,982220922733.98,331577759899.25
1,3,147.13377926421,147.13377926421,181614620049.33,4475212410009.5,2652289844212.1,4333282366088.7,1398032216341.7,1935716660687.8,1493997643848.6,1526281054398.5,1561868386539,1583944016202.4,1066486070093,2758546939697.2,1388248166767.6,2456592934873.9,12147814636824,22590643056426,31285209799609,7540912930993.1,5390376552449.5,932670139100.33,314898184851.53
1,3,150.72240802676,150.72240802676,285470342358.15,6700056290990.6,3783130468864.6,5808563745432,1841632161435.5,2494947733493.8,1897581358053.2,1911287237047.8,1928168598615.4,1925990063366.6,1282924085139.6,3234310323649.1,1601475936339.4,2540958264841.4,11584963984376,21133243163090,29030769315796,6972592090675.7,4975489975158.3,860008999860.95,290573020180.58
1,3,154.3110367893,154.3110367893,434218366807.09,9777501973167.6,5232569846961.5,7548115486365,2350164436713.9,3114815294899.8,2335715689398.6,2319711581473.3,2306199677133.9,2265820352644.3,1491059194742.2,3658770049328.2,1787766110734.7,2580274867229.4,10742335976029,19060308234660,25849955318705,6172661403923.7,4391389702069.9,757687089382.75,256480598186.06
1,3,157.89966555184,157.89966555184,712958742723.88,15126245640019,6988403662983,9435803697181.7,2843124457157.7,3712803305471.6,2735632496522.9,2668107844266.4,2594580267282.5,2471553058835.1,1605068922695.5,3819512657827.8,1915102956414.5,2856308898314.4,9542316592821.5,15796018917412,20855687565220,4863954126195.9,3401973929900.2,572686914316.68,189859101358
1,3,161.48829431438,161.48829431438,948779245837.55,19710763104037,8484003447714.9,11067522525178,3261857091891.6,4223287526855.1,3074422271486.1,2959710414345.9,2829587467967,2627605410228.9,1687730211241.2,3913231390880.6,2011539195561.7,3105831425015.2,8433807607403.1,12891712970109,16468516694650,3725820479344.1,2548009050752.8,414707653856.75,133617676793.9
1,3,165.07692307692,165.07692307692,1103850194434.9,22864189960953,9564788177566.5,12315012050364,3578254744913.5,4613679747702.5,3332880114710.1,3180482199830,3003189201580,2734363825054.6,1740763098475.4,3953301999605.5,2073519064023.9,3281192907384.1,7509921377012.1,10680369534053,13219615999274,2907386893379.3,1948116880581.7,307695918993.18,97074665423.665
1,3,168.66555183946,168.66555183946,1228292789424.3,25502657742205,10523915602781,13461516271118,3875528007510.6,4982243308789.7,3579776295985.6,3394327270353.1,3175585431721.9,2847941366445.8,1799617233138.7,4014313868784.6,2134445186180.4,3410639460414.4,6678576773298.9,8744088318060.1,10391943087554,2202375617802.7,1435405885557.1,217376708398.16,66541271231.031
1,3,172.25418060201,172.25418060201,1233933358258.8,26143689345234,11011155623515,14216316160256,4098621104874.7,5266137316921,3781826812920.3,3581304825158.8,3343305724765.3,2987969106987.6,1881050968331.2,4156553224235.4,2191284010738,3361990033947.6,6206184952152.7,7874725340002.3,9198139067770.5,1937309644471.4,1260855419255.8,191804879596.23,59318130872.315
1,3,175.84280936455,175.84280936455,1239573927093.3,26784720948263,11498395644249,14971116049395,4321714202238.8,5550031325052.3,3983877329855.1,3768282379964.5,3511026017808.7,3127996847529.4,1962484703523.8,4298792579686.3,2248122835295.5,3313340607480.7,5733793131006.6,7005362361944.4,8004335047986.8,1672243671140.1,1086304952954.5,166233050794.31,52094990513.6
1,3,179.43143812709,179.43143812709,1221388645867.9,26768486957004,11621919132910,15304750910788,4431065438784.6,5706718485427.7,4102784212224.6,3885192888308.8,3622589333803.8,3228265613970.5,2025246952604.5,4427682818206.4,2305010412601.9,3320166872590.5,5556543843767.8,6674041752749.8,7560009611203.8,1573243806857.6,1020372639724.4,155961863293.68,48812912715.946
1,3,183.02006688963,183.02006688963,1203088682128.6,26749089306505,11743691921127,15636358551158,4539869194233,5862793352808.2,4221290893929.5,4001766138380.7,3733882345768.5,3328343005955.3,2087919329006.6,4556508802553.7,2361898224573,3327260162455.1,5380715185286,6345310937887.7,7119291688436.4,1475043279380.1,954963145315.88,145764323365.11,45549804691.075
1,3,186.60869565217,186.60869565217,1187992734999.8,26648180883542,11765976524850,15785265930832,4593093760660.6,5946525752308.6,4288598988054.8,4071212950469.1,3803087382945.4,3393107730575.4,2129653856689.9,4648918788263.3,2405668075035.3,3347930953755.1,5308071121058,6191452709096.4,6906575451495.9,1427294426107.1,923113595411.19,140840010724.6,44015893641.921
1,3,190.19732441472,190.19732441472,1173771972274.9,26525007608208,11761085705333,15884268319922,4631136745550,6010497642630.4,4341922071861.1,4127787069136.7,3860795994350.8,3448226720013.5,2165669163507.2,4731381661351.2,2445854724559,3372310470366.9,5263612162779.6,6085361323812.2,6756138392161.1,1393326562070.6,900431020463.75,137356092077.83,42954316668.61
1,3,193.78595317726,193.78595317726,1163361667863.5,26419136429523,11742375859682,15930221024283,4651026057729.5,6047366662371.7,4374242531722.2,4163485527876.6,3898467418825.8,3485271361396.6,2190340492784.6,4790313153500.6,2475560779524.7,3393898844699,5243483529761.7,6026017758519.3,6668636364529.2,1373323694349.8,887017757705.96,135290413167.37,42321871738.814
1,3,197.3745819398,197.3745819398,1155759796821.5,26326017466343,11713480936298,15937074362484,4657535514778.2,6064259973186.7,4391083365491,4183797937189.8,3921370776108.9,3508994612534.2,2206650936718.4,4831901242306,2497542290861.5,3413430055175.1,5241287148386.4,6001128877364.3,6627519529595.8,1363613489198.7,880436283547.7,134270023687.62,42005711269.245
1,3,200.96321070234,200.96321070234,1149674781676,26247243642144,11686495555258,15934900683393,4660350157593.3,6074564683506.8,4402259877728.3,4197961073055.1,3937898800606.1,3526560387288.1,2218913480166,4864120852474.8,2514890113822.6,3429614014925.8,5241943177960.6,5984851313990.1,6599105892195.4,1356806819313,875801152464.29,133550518919.53,41783404060.06
1,3,204.55183946488,204.55183946488,1146218043390.6,26193325835530,11662818864233,15917085768557,4656762745489.8,6073453236061.1,4403621742941.4,4201469279109.7,3943380199200.1,3533457018892.2,2224162171338.8,4880107572180.4,2524209081858.4,3439998147779.4,5247541618815.9,5983494698157.5,6592703258084.4,1355031144506.2,874538476521.53,133352361187.16,41723717672.731
1,3,208.14046822742,208.14046822742,1143061418516,26143091185422,11640417186730,15899087436923,4652924997978.7,6071625981024.2,4404243697246.8,4204060964358.3,3947806536266.6,3539243562412.5,2228640763367.4,4894100038136.7,2532456837066.1,3449321238023.8,5252805433882.2,5982663532900.2,6587436634172.8,1353540176406.6,873472396786.82,133184795403.35,41673329770.002
1,3,211.72909698997,211.72909698997,1141526280002.8,26112756305956,11624904295137,15880098120467,4647734710279.8,6065931280532.9,4400867977999,4201700768308.2,3946532468701.9,3539032397656.8,2228958577456.6,4897317726496.4,2534916923585.9,3452911608377.8,5256261295242.9,5984671330884.3,6588307773446.6,1353587453603.6,873468509072.05,133182515226.83,41673180761.691
1,3,215.31772575251,215.31772575251,1139991141489.6,26082421426491,11609391403544,15861108804011,4642544422580.8,6060236580041.6,4397492258751.2,4199340572258,3945258401137.2,3538821232901.2,2229276391545.8,4900535414856,2537377010105.7,3456501978731.8,5259717156603.6,5986679128868.4,6589178912720.3,1353634730800.6,873464621357.28,133180235050.3,41673031753.379
1,3,218.90635451505,218.90635451505,1139116228781.3,26061958007712,11598700982234,15845620841261,4638003344784.8,6054495781756.6,4393515523099.1,4195806594605.8,3942268960625.4,3536502556875.7,2228002970546,4898927971069,2536994750697.2,3456605737887.9,5260120131030.2,5986986353972.1,6589323410329.5,1353641040358.6,873461887837.75,133179499169.64,41672936749.829
1,3,222.49498327759,222.49498327759,1138278692742.4,26042053431560,11588283570364,15830331096967,4633499020026.5,6048752373785.6,4389504762737.1,4192206166889.7,3939182409508.4,3534064570530.3,2226639466627,4897047367148.5,2536451580546.8,3456512113189.7,5260350275578.4,5987197306331.3,6589426771337.9,1353645030658.7,873459219659.47,133178850714.57,41672844803.594
1,3,226.08361204013,226.08361204013,1137569683019.2,26024658757605,11579542507846,15817219850804,4629586795584,6043606898915.9,4385793795551.9,4188729407738.6,3936025996894.8,3531373445202.9,2225022288513.9,4894062253324.3,2535152752837.2,3455249348071.2,5259020345258.7,5985908470334.2,6588085954741.5,1353373360090.4,873284282869.11,133152206164.02,41664512481.218
1,3,229.67224080268,229.67224080268,1136906617828,26008161302877,11571400692929,15804887356262,4625886230299.8,6038675168260.8,4382189995969.5,4185296856610.6,3932844610767.2,3528591829831,2223314429033,4890682308370.1,2533583798868.9,3453568648236.5,5257132732186.7,5984083502311.9,6586228885394.6,1353003148538.5,873047764909.99,133116268742.74,41653234456.849
1,3,233.26086956522,233.26086956522,1136244025126.6,25991944545941,11563640340218,15793336353214,4622428989618.2,6034060481565.4,4378803803978.1,4182047917200.7,3929800327540.4,3525890584795.8,2221634101835.5,4887202917409.6,2531897468473.5,3451607157574.9,5254698681793.5,5981602127576.3,6583643644215.1,1352483678271,872715163831.81,133065689940.96,41637369083.633
1,3,236.84949832776,236.84949832776,1135581856660.8,25975979819744,11556222491813,15782487029645,4619190223330.3,6029730459824.2,4375612995790.9,4178963837646.2,3926879145195.5,3523261502050.9,2219978495109.7,4883634236645.9,2530105749048.5,3449393552638.8,5251774000525.9,5978531383507.7,6580404597797.9,1351830192753.6,872296292393.09,133001965050.81,41617384857.462
1,3,240.4381270903,240.4381270903,1134908545297.7,25959908395637,11548829057099,15771798513219,4616008827858.6,6025489228726.2,4372491850266.7,4175948543760.7,3924021711279.7,3520685836375.4,2218353757504.1,4880105023170.2,2528319156149.2,3447142214473.7,5248718370240.4,5975272912561.4,6576939376559.8,1351128681994.3,871846081737.65,132933443721.99,41595904955.054
1,3,244.02675585284,244.02675585284,1134211242160.4,25943607240237,11541488187505,15761456230688,4612950957503,6021439172780.4,4369520695436.8,4173081352313.3,3921301534119.5,3518225183003.3,2216795484207.6,4876660786720.6,2526543601173.7,3444809632885.4,5245380793597.4,5971610246836.2,6572987178268.4,1350323768076.6,871328394608.24,132854595180.09,41571204711.834
1,3,247.61538461538,247.61538461538,1133510633511.7,25927256943056,11534134122723,15751118673117,4609896554703.7,6017397230248.8,4366557248286.8,4170223033576.9,3918590836948.4,3515773719599.9,2215243183756.2,4873228599289.1,2524772892921.3,3442476742847.3,5242028241631,5967921799371.3,6569001730133.3,1349511603855.8,870805929006.09,132775013011.55,41546276519.516
1,3,251.20401337793,251.20401337793,1132782550076.8,25910498188676,11526670382039,15740820388518,4606870973577.2,6013422724883.9,4363657865917.1,4167438463138.1,3915958935655.4,3513398641480.7,2213740528465.6,4869896561020.8,2523042469717.5,3440141289033.8,5238551217604.4,5964019058954.9,6564739915575.5,1348639176485.4,870243745640.92,132689333076.95,41519453657.346
1,3,254.79264214047,254.79264214047,1132054466641.9,25893739434295,11519206641355,15730522103918,4603845392450.8,6009448219519.1,4360758483547.3,4164653892699.2,3913327034362.4,3511023563361.5,2212237873175,4866564522752.6,2521312046513.6,3437805835220.2,5235074193577.8,5960116318538.6,6560478101017.7,1347766749114.9,869681562275.74,132603653142.34,41492630795.176
1,3,258.38127090301,258.38127090301,1131307514195.3,25876633978575,11511605483864,15720112650270,4600795012684.6,6005456684295.9,4357855494638.5,4161874259652.7,3910707497939.8,3508665955328.1,2210748885568.9,4863270986717.8,2519600947065.2,3435476613313.4,5231553363812.2,5956128557813.6,6556101993519.8,1346868991368.8,869102580503.95,132515389306.41,41465006911.322
1,3,261.96989966555,261.96989966555,1130558409902.4,25859488984589,11503988655184,15709690518761,4597741804849.8,6001463206965.8,4354952094435.4,4159095189672.6,3908089371622.8,3506310339605.6,2209261456642.9,4859981841526.9,2517892051322.6,3433148102101.1,5228027538384,5952131101263.7,6551712851908.7,1345968344914.1,868521683020.36,132426830799.07,41437291677.929
1,3,265.55852842809,265.55852842809,1129799302199.7,25842131404270,11496276612604,15699155483613,4594657544595.8,5997433798397.7,4352025517031.2,4156297036932.5,3905456429149.7,3503944314979.7,2207768797799.1,4856687445032.6,2516181770029.2,3430814338620.1,5224480128601.8,5948099087345.9,6547279452891,1345058031333.1,867934403300.08,132337292043.56,41409272166.16
1,3,269.14715719064,269.14715719064,1129035655427.1,25824677362423,11488521366503,15688569218184,4591559194236.8,5993388085949.4,4349088422919.9,4153490225347,3902816763812.4,3501573567290.4,2206273765868.2,4853390665747.6,2514470860039.2,3428478191910.3,5220922924870.3,5944051392944.5,6542825971975.5,1344143331271.8,867344227625.52,132247308498.23,41381114587.393
1,3,272.73578595318,272.73578595318,1128266511232.7,25807097269502,11480708020002,15677904987191,4588438301731.7,5989313841114.1,4346131275995.8,4150665033387.2,3900160696615.9,3499188986476.8,2204770452280.4,4850078125733.9,2512752553753.4,3426132203384.1,5217348898510.5,5939982791586.9,6538348265226.3,1343223535651.8,866750733024.02,132156817398.49,41352798734.623
1,3,276.32441471572,276.32441471572,1127491366402.2,25789379587247,11472831254801,15667155653949,4585292803653.9,5985208452140.2,4343152240696.8,4147819778580,3897486726193.1,3496789306304.7,2203258098962.6,4846748382311.5,2511026174141.6,3423775472157.2,5213756509639.6,5935891369525.6,6533844115098.2,1342298178044.1,866153615692.96,132065772284.65,41324310120.02
1,3,279.91304347826,279.91304347826,1126713425973.5,25771596556830,11464924602354,15656364836992,4582135136101.1,5981087220821.3,4340161774653.5,4144963711553.9,3894802737905.5,3494380802551.3,2201740273626.2,4843407189676,2509294092766.5,3421411317317.3,5210153030611,5931787305611.2,6529325988530.5,1341369940702.6,865554637541.69,131974443324.85,41295732740.358
1,3,283.5016722408,283.5016722408,1125927863789.8,25753635365015,11456936467071,15645460921264,4578944290405,5976922797861.9,4337140144499.2,4142078166727.9,3892091437498.5,3491948242703.2,2200207529699,4840034782577.5,2507546466438.3,3419026923174.1,5206519316026.6,5927648775689.6,6524769757416.8,1340433852223.2,864950586159.27,131882340504.08,41266913356.846
