x,y,z,id,group1,group2,group3
1,3,0,0,71141.874639684,433683654.80114,346300127529.84
1,3,3.5886287625418,3.5886287625418,174664.2919474,1400468634.1475,1178834320378.9
1,3,7.1772575250836,7.1772575250836,308042.86281208,2376178100.7973,2015292938855.5
1,3,10.765886287625,10.765886287625,472998.1592059,3361130888.7579,2855842551151.7
1,3,14.354515050167,14.354515050167,754962.70935175,4374185143.1131,3709676636297.1
1,3,17.943143812709,17.943143812709,1160876.2880035,5410998139.5513,4574221638794.6
1,3,21.531772575251,21.531772575251,1695286.307284,6471487619.068,5449276520948.8
1,3,25.120401337793,25.120401337793,2631765.0559008,7592749332.1355,6348927715624.8
1,3,28.709030100334,28.709030100334,4015771.0902262,8767279189.8563,7267057221570.9
1,3,32.297658862876,32.297658862876,5858874.258462,9993513589.5834,8202421192795.6
1,3,35.886287625418,35.886287625418,9031770.3366459,11345516888.361,9173658138212.8
1,3,39.47491638796,39.47491638796,13799281.289782,12819173831.105,10172359556293
1,3,43.063545150502,43.063545150502,20188706.241248,14409108218.439,11195503588848
1,3,46.652173913043,46.652173913043,30956664.104707,16273097047.532,12265976806867
1,3,50.240802675585,50.240802675585,47388022.7238,18432621263.793,13374364382076
1,3,53.829431438127,53.829431438127,69535870.909074,20871791755.095,14515033311789
1,3,57.418060200669,57.418060200669,106083561.04764,23946076996.595,15714773802244
1,3,61.006688963211,61.006688963211,162705069.31889,27776637063.04,16964517188201
1,3,64.595317725753,64.595317725753,239446362.86453,32315782876.572,18255053884283
1,3,68.183946488294,68.183946488294,363495186.26436,38388732488.815,19616548965887
1,3,71.772575250836,71.772575250836,558567493.60007,46452600655.533,21041653034269
1,3,75.361204013378,75.361204013378,824363696.05517,56359632526.799,22516466547857
1,3,78.94983277592,78.94983277592,1245408040.8908,70037863925.537,24073520641419
1,3,82.538461538462,82.538461538462,1917324035.3218,88998439951.178,25708265765711
1,3,86.127090301003,86.127090301003,2837548690.2507,112778301707.09,27400904219161
1,3,89.715719063545,89.715719063545,4266646800.7721,145832542104.07,29184218523682
1,3,93.304347826087,93.304347826087,6580528815.3909,192802981930.86,31056160291250
1,3,96.892976588629,96.892976588629,9765248027.9933,252247660728.02,32990005646315
1,3,100.48160535117,100.48160535117,14615855389.226,334203327301.31,35014265642006
1,3,104.07023411371,104.07023411371,22582539492.187,452116193538.49,37124495311259
1,3,107.65886287625,107.65886287625,33600151464.436,601565100268.73,39287147297861
1,3,111.2474916388,111.2474916388,50063959082.683,804256782385.93,41516969776845
1,3,114.83612040134,114.83612040134,77487700745.126,1096799605279.2,43788883662020
1,3,118.42474916388,118.42474916388,115589794186.31,1465897055118.3,46066688405391
1,3,122.01337792642,122.01337792642,171470830344.94,1955607652307.8,48332418513302
1,3,125.60200668896,125.60200668896,265853207140.45,2657681661857.8,50487011986280
1,3,129.19063545151,129.19063545151,397575989730.72,3532968383381.9,52508480286750
1,3,132.77926421405,132.77926421405,587245976069.68,4661922352903.3,54311645000411
1,3,136.36789297659,136.36789297659,912013450842.84,6244231463297.3,55587469827043
1,3,139.95652173913,139.95652173913,1367241529279.8,8167265726395.5,56382264569045
1,3,143.54515050167,143.54515050167,2011014554442.3,10550014958231,56491368517652
1,3,147.13377926421,147.13377926421,3128324847119.8,13697133763287,55101036700369
1,3,150.72240802676,150.72240802676,4701070071321.5,17293172496459,52484871486831
1,3,154.3110367893,154.3110367893,6886148041356.5,21424385440197,48272256052824
