x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21
1,3,39.47491638796,39.47491638796,260907.13748775,22981690.566669,15155189.090739,33197941.326648,11579402.243307,18128936.994725,15413285.496312,17418450.386599,19699768.432805,22392402.606686,16198746.01642,59269588.790464,368940181.35541,12115215751.918,217964193749.51,1736717818225.5,7972996891812.2,3685582871812.8,3497957840500.2,751935248389.22,267402094261.47
1,3,43.063545150502,43.063545150502,397613.18174212,33954766.057167,22382378.675767,48994405.276139,17086440.586855,26744587.402071,22734337.189749,25687178.919503,29045845.742056,33009374.849832,23875177.391026,84619438.85451,417274276.99121,13352441392.691,239977235745.48,1912028130674,8777763109909.3,4057585299920.4,3851018672009.8,827829881437.73,294391621425.38
1,3,46.652173913043,46.652173913043,641710.72786677,52690918.372113,34714677.133158,75917880.462064,26470158.56402,41419537.944168,35200569.089663,39762798.625718,44950082.117263,51069179.348751,36929200.796786,127220110.22477,477090492.60683,14660288865.963,263045717444.92,2095671520987.5,9620736335520.5,4447242752516.3,4220832378912.5,907325082541.67,322661567276.88
1,3,50.240802675585,50.240802675585,1034999.8269978,81617921.220808,53742525.38516,117410280.63332,40927770.329488,64020530.768402,54394182.941928,61427509.660375,69421305.896461,78847288.782796,57002812.830433,192281731.53701,551042681.56569,16031168349.019,286966838920.38,2286008581591.7,10494375395442,4851067323013.9,4604087638253.2,989708844670.35,351958726891.68
1,3,53.829431438127,53.829431438127,1583387.5903023,120890398.93963,79564813.976991,173675472.48674,60529366.116548,94654918.789316,80404904.985906,90780851.477172,102569836.05735,116466412.16788,84183526.568901,280065918.49095,639085007.85048,17458388479.992,311616738273.13,2482051207282.2,11394143338324,5266961680322,4998793846733.3,1074553251830.7,382130925358.32
1,3,57.418060200669,57.418060200669,2539217.0974928,186442657.55307,122636502.2311,267403328.79483,93172344.869387,145648222.13645,123686975.86776,139607355.26947,157687993.59454,178992477.76141,129347686.65478,425277963.80239,761957895.39441,19000479417.482,337612628648.94,2688562549656.3,12341808676716,5704975546572.3,5414482439472.2,1163905858639,413906292849.28
1,3,61.006688963211,61.006688963211,4105129.2811578,289123700.12877,190053076.9498,413893212.89097,144173678.36589,225279337.43142,191249564.08012,215792371.48106,243650555.82819,276459489.58124,199726431.44665,650836740.69576,932410718.73124,20663268663.085,364771561817.64,2903983145374.9,13330147881500,6161761396778.7,5847972010975.2,1257081905166.5,447041304483.18
1,3,64.595317725753,64.595317725753,6303710.5761006,429239175.78262,282001884.36336,613491840.04038,213649137.44162,333717098.23425,283227948.40011,319478535.13369,360606054.54365,409020116.50285,295422167.90031,956967188.45482,1150230376.7098,22435566107.998,392890075186.36,3126691313476.7,14351715963691,6633877756642.9,6295996325262.9,1353379279872.7,481286276574.46
1,3,68.183946488294,68.183946488294,10046602.647426,657964583.69157,431985445.64472,938569410.04875,326760062.01113,510164145.39542,432828330.55407,488042088.87405,550643583.14938,624290638.18727,450765161.23786,1452654942.8203,1478561312.8073,24434656050.977,422713086861.02,3362139187389.4,15431236874062,7132713462204.3,6769343932494,1455112969219.9,517464405643.02
1,3,71.772575250836,71.772575250836,16279776.547128,1021293229.6526,670018900.39846,1453501766.4828,505849921.24425,789338022.18617,669393610.50705,754429782.06135,850760642.40002,963992348.44359,695767615.34926,2232324475.2133,1970712970.3455,26720260916.265,454142471969.38,3609132079133.3,16562966506296,7655579681018.7,7265445864312.8,1561727316893.7,555378044579.94
1,3,75.361204013378,75.361204013378,25089530.685604,1519426614.267,996171743.51822,2158113681.2873,750830363.80128,1171032304.9113,992701767.55808,1118331714.3014,1260531262.0004,1427542280.5223,1029957717.7912,3293833520.8751,2624794271.1463,29273106375.387,486866865862.76,3865203331687.7,17735591261158,8197248239431.9,7779341064593.3,1672156093466.2,594648025531.22
1,3,78.94983277592,78.94983277592,39746089.579326,2314990790.218,1516627473.9529,3280330463.1537,1140823762.5494,1778219596.8031,1506707354.7574,1696492655.2981,1911081344.2874,2162840604.3846,1559741712.3444,4972154793.6966,3631965912.3085,32376957529.758,521833383082.4,4136435026006.7,18976112163724,8770081313652,8322701827276,1788896235961.4,636162143652.44
1,3,82.538461538462,82.538461538462,64550883.224365,3595942702.0914,2353708586.0597,5080388397.3038,1765967957.7931,2750476176.7636,2329039939.1327,2620548574.7368,2949657866.5925,3335177339.1757,2403633227.6001,7635332756.24,5199322485.1343,36289071482.537,559174225317.77,4422310457339.4,20281180505517,9372406447590,8893878578295.5,1911580778639.6,679789735857.1
1,3,86.127090301003,86.127090301003,99833441.721006,5359789499.348,3505489435.7619,7552248072.7242,2624000136.4574,4083851381.9641,3456054219.7393,3886007633.0881,4370695782.2432,4937590590.2262,3556275678.2379,11262312941.452,7312956698.521,40965752490.393,598425151073.58,4719254735715.8,21634470969584,9996689847661.7,9485728212968.7,2038675767820.9,724985321126.31
1,3,89.715719063545,89.715719063545,157226252.23243,8116890302.0935,5304129481.8333,11402173741.46,3959508676.8652,6156962862.7557,5206741534.2908,5849714118.7976,6573178224.4862,7417709987.6082,5338498892.901,16848291110.202,10534064780.231,47157150662.664,640942993399.98,5033842027444.9,23063530234414,10655329481968,10109849652235,2172641186393.1,772623274042.93
1,3,93.304347826087,93.304347826087,255911129.92676,12614187850.748,8233988055.797,17646990392.64,6123466042.9911,9510006688.0581,8034014565.2097,9015427262.1998,10116557905.916,11398199243.224,8194039218.0347,25740206306.075,15611644723.94,55794319489.951,687470474188.03,5366475385001.2,24566834768223,11347200787646,10764969803655,2313163178695.8,822591453846.66
1,3,96.892976588629,96.892976588629,397145649.01631,18831182712.605,12280214694.3,26242919576.741,9099611553.0781,14114869984.803,11912088397.098,13351557539.122,14961947202.404,16830786279.279,12085958650.557,37797561366.594,22458027415.454,66721567133.077,737278348298.73,5712126166917.2,26121828237286,12061951687691,11441304236263,2458147022639,874145053823.56
1,3,100.48160535117,100.48160535117,621886768.31397,28345576289.613,18465319405.35,39329798161.629,13625910551.601,21105653352.608,17790568840.916,19912684853.776,22278417353.741,25013971481.477,17938306846.235,55812584431.562,32623499743.289,81900146520.694,792625048552.65,6077433033470.2,27752053586726,12809603013407,12147942151710,2609464302449.8,927948562778.74
1,3,104.07023411371,104.07023411371,1014403402.7178,44058710945.167,28660794332.772,60743647188.603,21017866293.39,32484050370.054,27331230281.421,30525686730.238,34067236120.547,38139889703.2,27295716080.97,84293884549.435,48563033781.639,104302910170.86,855796429701.76,6463343497735.2,29451560000225,13586162703431,12880505120196,2766061298386.3,983625787197.65
1,3,107.65886287625,107.65886287625,1579491332.7367,65855505026.376,42783192030.391,90226070084.644,31178637719.498,48080644704.649,40377646248.016,44998191076.149,50091664397.067,55916326782.756,39935887261.061,122431582330.32,69787083658.617,133222440293.87,925395898956.88,6862890039772.5,31191082539604,14378469438564,13626693078551,2925332951274.6,1040250835877.5
1,3,111.2474916388,111.2474916388,2459541923.0566,98524283340.275,63915851007.133,134041543920.22,46251292746.638,71142507826.222,59615742296.766,66270727761.13,73557921078.181,81837282851.83,58312153166.863,177315248560.86,100137721530.28,173312243176.14,1005444556671.4,7281341270012.3,32978901070126,15188441808879,14387423080321,3087304152487.8,1097830306024.7
1,3,114.83612040134,114.83612040134,4020391945.8285,153112648482.6,99117255154.582,206005164210.4,70912271556.334,108624793825.86,90707356176.002,100427211212.9,110959076730.58,122808885869.69,87191608436.919,262001699072.17,146487819723.65,232544893315.63,1101376053480.7,7716931906102.1,34781000128922,15997376018297,15143586767180,3247615998143.8,1154810801808.4
1,3,118.42474916388,118.42474916388,6280317175.5796,229058413102.01,147958576474.96,304657126381.13,104607235605.57,159548103316.49,132747508297.91,146362326023.62,160955614868.36,177217051635.72,125368759468.77,372431362906.64,206482387125.74,307824246571.58,1209695291338,8160262187774.5,36565773505744,16792130255371,15883439882792,3403886763911.6,1210347190585.4
1,3,122.01337792642,122.01337792642,9726455261.158,340563826204.16,219467723915.44,447284907827.22,153151439897.79,232470660946.18,192642318590.63,211425831216.93,231311289033.8,253231657368.93,178443128992.06,523669833973.78,287983081001.22,408197841263.42,1336715999423.4,8610896022153.7,38302235328524,17555070276007,16588745768877,3551918716406.8,1262943022163.2
1,3,125.60200668896,125.60200668896,15931760312.408,528927803101.35,339439022095.94,679856536696.14,231677484246.83,348861987933.25,287186383593.09,312876341615.89,339567787513.63,368556344110.14,258201108569.23,744927174375.07,405553876612.07,549443294691.72,1490948853423,9051245208527.3,39863297058910,18222481330193,17196908292372,3677875624460.9,1307672541007.9
1,3,129.19063545151,129.19063545151,24965824737.994,791596601254.95,505597743395.69,994070125719.87,337025546785.99,503246303507.44,411448109236.62,444911930668,479020868060.67,515549692306.26,359147835668.29,1019714153420.8,550144130398.5,720520765154.56,1663109185986.6,9471116212085,41239986740703,18794696886923,17710324812131,3782660129208.2,1344861176761.6
1,3,132.77926421405,132.77926421405,38460353570.143,1169467145484.4,743057070892.99,1432397369137.6,482955135290.38,714665526454.66,580031167382.21,622236932286.22,664316393966.72,708704582028.53,490808845102.16,1370926589141.8,732984527403.36,933360632934.52,1859178544821.6,9854353282020,42323965128069,19218004860319,18076462694876,3854697500919.9,1370388174145.5
1,3,136.36789297659,136.36789297659,63124551542.36,1814159995253.8,1140217774228.7,2123886470274.5,709266693050.07,1034099334061.7,829598147750.99,879296544044.39,927331381673.12,977174268223.07,671284745335.14,1835282251908.6,970166786306.94,1202350774671.2,2079153943002.3,10132045059832,42767408999897,19328677682458,18138689514358,3860062931278.6,1372174159184.5
1,3,139.95652173913,139.95652173913,99223206250.888,2714583129436.4,1682793701755.4,3022066282559.1,998924120267.85,1434501688198.3,1137579114320.4,1191718460536.2,1242302875773.8,1294040235375.8,882244898935.73,2364532438489.9,1236867881066.2,1499598138078.2,2304434248195.7,10308343516419,42672056440123,19182241554934,17953102010384,3811387698302.4,1354696085447.5
1,3,143.54515050167,143.54515050167,152065635657.02,3983942400945.5,2432560414952,4206229304926.7,1375319604942.1,1944057374900.6,1523312680811.8,1576860816270.6,1624580749573.2,1672650054017.9,1131649360914.9,2972620026005.1,1538494220289.4,1828933837593.7,2531389800851.8,10338284183373,41824896215786,18679319945992,17424755006845,3688096797860.4,1310611128595
1,3,147.13377926421,147.13377926421,250076816684.26,6168506062576,3633673887804.4,5895025639084.5,1893670553825.3,2614765811936.1,2015070234890.2,2053506747835.9,2084108385269.1,2114032242653.2,1416019307555.1,3625421203435.7,1851882411407.1,2158803245705.3,2718323830042.3,10056081196197,39534534326764,17501465581809,16249047235763,3423917593737.7,1215916937199.7
1,3,150.72240802676,150.72240802676,394263367822.95,9221540115455.5,5168393549155.8,7869569174748.2,2483587989848.1,3354768662432,2547373747745.4,2559390239546.1,2561505154140.9,2560364149440.4,1697418010811.6,4239625841978.1,2139647958803.5,2457320269256.4,2862690654903.9,9553887531222.6,36212619139994,15834466754779,14600161482780,3055926777035.9,1082925019602
1,3,154.3110367893,154.3110367893,601185924651.91,13439426234695,7127634214290.8,10180603688488,3154202855546.6,4167459059730.5,3119512866873.8,3090540099264.4,3049442727449.3,3000106743662.6,1966075700191.4,4782437567965.2,2384137656337.9,2706069160804.8,2948851893940.5,8775086114304.8,31588965543510,13548044148382,12350797453714,2555934169128,900921477148.78
1,3,157.89966555184,157.89966555184,990582204178.54,20749818869873,9456353376108.2,12627329572966,3788071194402.9,4930692535769.8,3626526538202.7,3532234467153.1,3413689460907.6,3263256390440.6,2107473332178.3,4975230613120.3,2470586133894.4,2830652369502.8,3120472720364.3,7624292065963,24641033040847,10074247395085,8935555514273.6,1795124422490.8,608192297270.27
1,3,161.48829431438,161.48829431438,1305769322307,26787595297363,11385114229209,14697772536644,4315410115842.9,5569681592566.3,4047491035177.2,3894647731534.6,3704521205512.5,3458614713233,2206481435688.3,5078386784428,2514920614231.3,2910037352004.9,3253838472852.2,6566032495681.4,18643293920301,7135541484678.3,6082646168438.8,1166185014377.3,371755455253.57
1,3,165.07692307692,165.07692307692,1487903321060,30549341773057,12692083189221,16216127333684,4698115275343.2,6041009950117.9,4357129654487.6,4159063360799.7,3910948343863.1,3585717057028.7,2265423249043.9,5109379660669.9,2524355987202.7,2944911950957.2,3319950888871.8,5696107539333.6,14347313520673,5136298170683.9,4204306968295.8,763833967019.56,231948984496.56
1,3,168.66555183946,168.66555183946,1627816041524.6,33599799934881,13826784201278,17591428450885,5053046002760.7,6481007177076.5,4650060352106.4,4412752966890.1,4114021745317.6,3719547901534.3,2331208250449.8,5166110067213.9,2544731138086.9,2983876470918.1,3364556874301.2,4925857504884.1,10641122415874,3433801167719.8,2616946627494.8,427894905078.59,116818228796.16
1,3,172.25418060201,172.25418060201,1603959808824.3,33891295145255,14293287976207,18411849366832,5300244566413.3,6799476428883.7,4878183944021.1,4624838205274.9,4304086587985.5,3879477423348.8,2423536781297.3,5322671851809.4,2607539773917.5,3038705079065.1,3325743177361,4542229057411.5,9222620820187.7,2882331198587.5,2158242384265.7,349556317831.91,97400255541.771
1,3,175.84280936455,175.84280936455,1580103576124.1,34182790355628,14759791751137,19232270282779,5547443130065.9,7117945680690.8,5106307535935.9,4836923443659.6,4494151430653.4,4039406945163.3,2515865312144.9,5479233636404.9,2670348409748,3093533687212.1,3286929480420.8,4158600609939,7804119224501.8,2330861229455.3,1699538141036.6,271217730585.22,77982282287.377
1,3,179.43143812709,179.43143812709,1543209797575.3,33881941521824,14796950778853,19520490393637,5649073127382.9,7272076605090.5,5226566390351.2,4957749776227.5,4610768088524,4146196356567.3,2582586630687.7,5616286610091.4,2733144744945.6,3155143996422.2,3304395291010.6,4048781840980,7368542185720.4,2166487237001.7,1567581764443.4,249123726842.54,71777474665.246
1,3,183.02006688963,183.02006688963,1506253264559,33578241519901,14832043213570,19806148827740,5750002450050.6,7425416509129.1,5346306052409.2,5078136846367.8,4727031213469,4252729985221.2,2649184692369.8,5753245680749.3,2795941020935.7,3216786948435.2,3322131995414.8,3940281017957.4,6937696321645.8,2003976478792.5,1437198144610.9,227300448812.23,65636266832.741
1,3,186.60869565217,186.60869565217,1481125795786.1,33301923854321,14783942250618,19892078728577,5787844931225.9,7494118493943.9,5405211593397.9,5141809203595.4,4792361909306.5,4315875285323.6,2690101070870.2,5845152856167.8,2840527884848.1,3264408102928.7,3348637320532,3907159641533.5,6761469509960.9,1935019908384.1,1381427454838.2,217940337543.8,63027221838.942
1,3,190.19732441472,190.19732441472,1459229462740.3,33033085736018,14713116822404,19923452327555,5808455098562.5,7539701439158.8,5447500156241.1,5189989808358.3,4843780296615.3,4367168965074.9,2724002439361.9,5924754004221.2,2880140806551.3,3308199171627.4,3377537814284.6,3894628331913.4,6654792469928.1,1891617876560.2,1346037456137.9,211984568543.61,61382995135.7
1,3,193.78595317726,193.78595317726,1443971706613.8,32825403223084,14644120893035,19909588318869,5811987319157.8,7557702100665.5,5467566133722.1,5215415149804.9,4872960839793.4,4397906584580.2,2744975309708.2,5977167501598.6,2907126983392.9,3339357992006,3400679222819.6,3893787884017.1,6601300022398.1,1868393975804.4,1326753445648.5,208714400986.91,60484269284.739
1,3,197.3745819398,197.3745819398,1433606800483.8,32662794406990,14576473364612,19862382702307,5802932530117,7555373709969.5,5471253333336.7,5224069112175.6,4885751358889.5,4413493710158.2,2756419450799.1,6009542804325,2924806833094.8,3361206429014.7,3419575995730.3,3901563986541.1,6587006372502.5,1860042022715.4,1319340079322.5,207423610211.26,60135002133.553
1,3,200.96321070234,200.96321070234,1425270769953.5,32524811039422,14516277398924,19812001946746,5791667261283.1,7547883708030.8,5470013303816.6,5226981972771.8,4892314514654.1,4422794921752,2763681393936.3,6031950993863.5,2937477761909.7,3377397786365.4,3434125511325.9,3908460466002.7,6578784859801.1,1854554163791.5,1314346638789.2,206545914497.93,59899070588.997
1,3,204.55183946488,204.55183946488,1420450199792.7,32429496521734,14468992857419,19756119584620,5776571864021.4,7531450112028.4,5460235797302.3,5219947148172,4888087433203.4,4421204444617.8,2763696785748.4,6037089030702.5,2941469665318.9,3383787044784.7,3441142474994,3913832810610.2,6581084621873.8,1854028959815.3,1313546236618.5,206383994222.38,59859517192.842
1,3,208.14046822742,208.14046822742,1415944790191,32338841900909,14423881326892,19701546161583,5761668243457.4,7514847291334.2,5450083994749.7,5212303143170.6,4883051974905.1,4418673764985.9,2763034797346.9,6040348994426.5,2944441218597,3388904640106.1,3446953905565.2,3918316779355.8,6582885054307.7,1853521376932.9,1312813077004.2,206237235320.29,59823437652.324
1,3,211.72909698997,211.72909698997,1413142165368.3,32273364292963,14390510383539,19654044821312,5747800775522.8,7497330164514,5437909903624.5,5201367790041.6,4873648927602,4411063253957.9,2758712983232,6033461894301.8,2941899909865.4,3387151551562.5,3446251946850.6,3918000931459.3,6581987652623.4,1853108999270.2,1312443223007.2,206172391985.46,59806127048.26
1,3,215.31772575251,215.31772575251,1410339540545.7,32207886685017,14357139440187,19606543481040,5733933307588.2,7479813037693.9,5425735812499.3,5190432436912.6,4864245880298.9,4403452742929.8,2754391169117.2,6026574794177.1,2939358601133.8,3385398463018.8,3445549988135.9,3917685083562.8,6581090250939.1,1852696621607.4,1312073369010.2,206107548650.64,59788816444.196
1,3,218.90635451505,218.90635451505,1408025457591.7,32151847332020,14329911648093,19566469656586,5722017853809.6,7464123540118.7,5414370041723,5179672713549.9,4854366033302.6,4394780092559.4,2749113593381.7,6016070135076.8,2934599616877.7,3380514995465.8,3441337679624.6,3913718205175.7,6575275017787.3,1851130117616,1310973751928.1,205935482931.81,59738863513.876
1,3,222.49498327759,222.49498327759,1405739031944.9,32096342297028,14303031631764,19526816318277,5710212907356.1,7448537508196.6,5403050031536.9,5168922932930.4,4844459193746.6,4386047312411.1,2743781910118.4,6005360678913.5,2929715085688.5,3375454311057.1,3436926643370.9,3909544634837.8,6569181376612.8,1849498276284.2,1309832821535.6,205757347144.88,59687062637.857
1,3,226.08361204013,226.08361204013,1403481500077.9,32042484090636,14277878416547,19490385614930,5699390256879.3,7434194208744.7,5392562106403.1,5158855665152.6,4835041436429,4377584737022.9,2738532049187.4,5994286344905,2924474188010,3369715563485.7,3431540913086.4,3904040634803,6560728221845.9,1847207045221.6,1308232072293,205507632562.13,59614331367.393
1,3,229.67224080268,229.67224080268,1401234296922.2,31989214579008,14253342484010,19455106912665,5688918749501.4,7420295151090.8,5382371628200.7,5149032376460.6,4825798512213.7,4369218752213.5,2733311437431.7,5983081577360.8,2919105899365.3,3363734427463.3,3425806757184.1,3898061043685.8,6551431607536.6,1844680100933.1,1306466950783.9,205232330579.27,59534118071.408
1,3,233.26086956522,233.26086956522,1398963158159.4,31936031917168,14229165405384,19420860689958,5678791846495.2,7406898637518.8,5372562837474.4,5139577276161.2,4816889422738.3,4361131337868.8,2728250241254.1,5972099011754.3,2913798514919.3,3357739222614.8,3419936875438.3,3891770860606,6541421575560.7,1841931810107.5,1304540266054,204931270438.77,59446493930.502
1,3,236.84949832776,236.84949832776,1396670528280.7,31882927235337,14205310531704,19387541501932,5668974354170.9,7393953344302,5363096753318.2,5130452761980.1,4808280074192,4353294044197.5,2723332179890.4,5961315955088.1,2908545814659.5,3351731385758.6,3413945129232.1,3885201805640.4,6530770985701.9,1838984778382,1302468518201.2,204607082764.86,59352215798.039
1,3,240.4381270903,240.4381270903,1394370384473.3,31829839241869,14181526006575,19354487716692,5659249963947.7,7381155640354.1,5353750674827.1,5121453387697.1,4799795132397.7,4345572907377.7,2718487318591.5,5950681351645.5,2903358964946.2,3345783455451.3,3407982677920.2,3878613383917.2,6520011357221.9,1835997441776.5,1300365510644.5,204277764112.9,59256489569.022
1,3,244.02675585284,244.02675585284,1392054062424.3,31776787180117,14157892948925,19322005370246,5649726031877.7,7368675710891.3,5344662980558.5,5112723452154.3,4791578050807,4338101867899.1,2713800064366.9,5940366382868.8,2898313898058.2,3339964509946.7,3402083301450.9,3871983263624.3,6509016957663.9,1832923324725.4,1298195197813,203937397951.03,59157645443.015
1,3,247.61538461538,247.61538461538,1389738437049.8,31723772336272,14134280150169,19289572292780,5640218738256.1,7356221947303.1,5335596813262,5104016541396.9,4783384727093.7,4330654103797.6,2709128067394.2,5930086741908.5,2893286254272.7,3334164880589.3,3396200265514.3,3865364396441.4,6498029435280.7,1829849495548.8,1296024585214.6,203596943396.01,59058783535.69
1,3,251.20401337793,251.20401337793,1387428602301.7,31671066840651,14110835739507,19257548729772,5630849740275.2,7343985669523.6,5326709574093.1,5095501008307.4,4775388874370.5,4323399800236.4,2704582885817.3,5920100739086.6,2888403428025.6,3328525803399.5,3390453048999.5,3858839062982.6,6487099074676.1,1826778059130.1,1293851481010.9,203255754133.84,58959773833.413
1,3,254.79264214047,254.79264214047,1385118767553.6,31618361345030,14087391328844,19225525166763,5621480742294.3,7331749391744.2,5317822334924.2,5086985475218,4767393021647.3,4316145496675.2,2700037704240.4,5910114736264.7,2883520601778.6,3322886726209.7,3384705832484.7,3852313729523.8,6476168714071.5,1823706622711.3,1291678376807.2,202914564871.67,58860764131.136
1,3,258.38127090301,258.38127090301,1382830569043.7,31566176991863,14064169076388,19193849138697,5612218962552.5,7319666627883,5309055255844.8,5078594336228.1,4759523321149.3,4309014335823.3,2695573530207.3,5900324113389.7,2878737739554.4,3317366629885.9,3379075972071.3,3845904267549.1,6465398760600,1820675174168,1289531892130.2,202577416560.51,58762954299.959
1,3,261.96989966555,261.96989966555,1380544837958,31514052070449,14040972159138,19162212743961,5602969410116,7307601370945.6,5300301879975.9,5070217383300.7,4751668007212.7,4301897218323.8,2691118594378.3,5890555771894.1,2873966277355.3,3311860102292.5,3373459495097.9,3839508019706.8,6454647100163.4,1817648285893.2,1287388443178.2,202240729084.59,58665281303.619
1,3,265.55852842809,265.55852842809,1378280582421.6,31462406091848,14017978776593,19130853672490,5593801468772.3,7295644975708.6,5291629405347.4,5061920251273.7,4743890297998.8,4294853286876.2,2686710847300.1,5880898544727.8,2869251404185.1,3306421837403.3,3367914372794.6,3833191688051,6444024562137.1,1814656778522.2,1285269691020.8,201907891168.17,58568731182.248
1,3,269.14715719064,269.14715719064,1376026071464.1,31410977434628,13995077748379,19099620437073,5584670558645.9,7283737976713.2,5282993639838.9,5053659338160,4736147802102.7,4287842563764.4,2682324512223.9,5871291735938.7,2864562208414.4,3301014546870,3362401627833.5,3826911618544.8,6433460613695.3,1811681325315.9,1283162145089.6,201576799998.04,58472690567.922
1,3,272.73578595318,272.73578595318,1373787378954.7,31359901081362,13972329695219,19068591447655,5575599090669,7271908403095.8,5274414159879.9,5045452580443.1,4728456544639.4,4280878840951.4,2677967903891,5861752208613.7,2859906594465.3,3295647133012.7,3356930800700.5,3820680336907.4,6422979403778.6,1808729179408.8,1281071087588.1,201248297308.9,58377401307.251
1,3,276.32441471572,276.32441471572,1371565952857.1,31309209280681,13949748619900,19037785400178,5566592505961.6,7260163342096.1,5265896117646.5,5037304935312.4,4720821215790.2,4273966420675.1,2673643743380.4,5852286121455.5,2855287636296.8,3290323245998.6,3351505728402.3,3814502309004.3,6412588505973.2,1805802474267,1278998027807.8,200922620040.98,58282932176.439
1,3,279.91304347826,279.91304347826,1369353410507.7,31258717318632,13927255623581,19007097723434,5557620380340.8,7248463009095.3,5257410430903.3,5029188195512.5,4713214848257.6,4267080259900.2,2669336041719.2,5842856413393.1,2850686569114.8,3285020238046.5,3346102319190.6,3808349473450.7,6402240640717.5,1802887960313.6,1276933619007.7,200598303015.33,58188857431.329
1,3,283.5016722408,283.5016722408,1367165088288.6,31208770184916,13905002760687,18976732765719,5548742201953.8,7236884619888.6,5249012956272.2,5021155714195,4705687439160.8,4260265691490.5,2665073212500.1,5833525887165.1,2846134278869.4,3279774153544.7,3340757970947.7,3802265320841.9,6392010096883.1,1800006683701.9,1274892795732.6,200277694474.48,58095857916.279
