x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18
1,3,0,0,835.64206171378,54967.656924607,26268.297924996,53613.754217744,18581.688616063,28999.726394481,24628.76706671,63697.404252146,36428.005504906,28410.618088455,6253129.1808589,645811626.98409,42759438618.145,164620420805.61,72900364373.796,67206453892.389,14918889726.867,5099358399.1207
1,3,3.5886287625418,3.5886287625418,1487.7436508754,139370.61596767,87111.012326243,187100.53612927,65233.202822466,102020.64637788,86720.292039849,224392.99431877,128374.24868176,99553.145423925,20305391.308197,2102470043.2155,140633693181.2,550566599121.62,252972990755.04,239112194177.53,51537561773.98,18260491405.037
1,3,7.1772575250836,7.1772575250836,2439.6680793076,249410.11068062,163172.02452793,355203.27031235,124061.47699312,194235.13124721,165182.85722038,427579.16537866,244643.48475362,188354.21114601,34511576.759968,3570631456.8815,239334333749.27,939143913650.8,433505199966.57,411077014183.22,88319254479.28,31427693045.197
1,3,10.765886287625,10.765886287625,3707.8317469167,386615.74663536,255530.89005191,560216.96201601,195865.69035998,306891.24793678,261076.87151104,675996.82740538,386803.14436446,295949.90297736,48877678.240177,5050478347.5089,338867074899.14,1330398296301.7,614552474303.29,583168247423.56,125271003411.35,44605818725.749
1,3,14.354515050167,14.354515050167,6120.7155956277,626129.49760898,414654.98081174,911449.24466414,318818.95261564,499761.61438813,425244.18151133,1101216.7046857,630115.4466878,476916.8425859,63745816.11141,6558510843.0364,440164627454.87,1728247152167.5,798420686232.89,757739303407.74,162778680389.78,57966186123.193
1,3,17.943143812709,17.943143812709,9798.919856674,975910.39898675,646587.27602391,1422222.8253174,497546.41989255,780000.57762018,663717.13922078,1718598.9854403,983309.65996285,737531.3050264,79063543.407065,8086967891.7197,542780879948.4,2131231755690.7,984637151659.52,934514196614.93,200758771957.75,71493365409.761
1,3,21.531772575251,21.531772575251,14804.045002451,1440379.7447869,954264.14659452,2098979.4427868,734299.22421285,1151129.0816872,979486.0045531,2535848.370128,1450784.0294403,1080973.6842657,94836437.321625,9635409870.4068,646689086016.13,2539252470854.1,1173159048455.2,1113455525088.8,239203308479.45,85184712182.748
1,3,25.120401337793,25.120401337793,24172.962839214,2268957.1675977,1502648.7228598,3303314.3558274,1155474.2775156,1811057.4198744,1540802.0982001,3987623.5521376,2280964.517671,1687191.4919203,111881206.85226,11229793072.766,753591439936.1,2959011432358.2,1367094832829.9,1297525397710.9,278748017276.08,99267434584.198
1,3,28.709030100334,28.709030100334,38733.076421544,3509990.9425763,2323595.189467,5104569.3579057,1785270.5150199,2797574.0514649,2379720.3264448,6156242.6878282,3520769.0113362,2590056.1828125,130195592.19882,12858892675.681,862740371036.65,3387586676592.4,1565102310475.9,1485458269790.8,319122249921.24,113645521906.96
1,3,32.297658862876,32.297658862876,58717.022366484,5176077.084163,3425375.9652367,7520665.4317058,2629935.7458344,4120423.8761862,3504500.8808237,9062877.37955,5182252.685354,3798267.0632671,149785694.06438,14520485062.286,973984913883.05,3824385795376.7,1766908024571.7,1676994872092.7,360270373186.55,128299171556.01
