x,y,z,id,group1,group2,group3,group4,group5,group6
1,3,0,0,76215.781609855,528808.82171202,20809480.875508,663438564.82817,336977228577.77,19200905297.327
1,3,3.5886287625418,3.5886287625418,187185.98504173,1823371.3062952,67675962.986105,2168721089.8198,1146683748563.6,66750522132.992
1,3,7.1772575250836,7.1772575250836,330259.82370941,3419676.3091793,115268190.07229,3687873520.5156,1960355029598.2,114424294781.33
1,3,10.765886287625,10.765886287625,507284.57699618,5336473.7427714,163620263.16853,5220947171.9845,2778151512982.1,162236242604.39
1,3,14.354515050167,14.354515050167,810027.79271284,8483690.3498557,214545006.63972,6782072660.8121,3609093325413.4,210776181151.26
1,3,17.943143812709,17.943143812709,1245899.278968,12924540.335638,267900477.22638,8364111330.2548,4450612333213.3,259929500093.93
1,3,21.531772575251,21.531772575251,1819784.4387354,18701608.288266,323729118.87385,9966668187.3891,5302510005250.7,309685178747.08
1,3,25.120401337793,25.120401337793,2825535.0944572,28591692.591291,386644193.41533,11617207500.459,6178696856904.5,360857817818.37
1,3,28.709030100334,28.709030100334,4311882.6193862,42947059.802537,456721692.80209,13304444041.192,7073137872513.9,413096240371.59
1,3,32.297658862876,32.297658862876,6291232.3549317,61850535.811489,533989558.89684,15026106805.251,7984605989739.9,466328816335.23
1,3,35.886287625418,35.886287625418,9698423.6903896,93661666.725217,630801688.34849,16821214627.106,8931530676561,521631694300.19
1,3,39.47491638796,39.47491638796,14817891.342692,140501064.97118,749352766.86905,18675215077.462,9905619866743.5,578520569740.74
1,3,43.063545150502,43.063545150502,21678977.867789,202466955.03911,889528192.9325,20582519937.507,10903889887143,636821186393.25
1,3,46.652173913043,46.652173913043,33241909.178127,304418707.02752,1085480348.4897,22598484208.889,11949013818293,697856924916.69
1,3,50.240802675585,50.240802675585,50886408.282785,456378417.09278,1349146314.7244,24710466308.075,13031713745944,761085620908.11
1,3,53.829431438127,53.829431438127,74669469.743122,658093976.56936,1679513812.4692,26907707436.766,14146420233808,826182019397.77
1,3,57.418060200669,57.418060200669,113915522.28599,982466688.78673,2171784291.1765,29276406841.374,15319753988218,894698572543.35
1,3,61.006688963211,61.006688963211,174717544.65429,1471363121.7997,2876237773.5482,31819203966.802,16542801282679,966113470866.81
1,3,64.595317725753,64.595317725753,257124872.2715,2122032981.9578,3787213904.5119,34516840841.352,17806435395630,1039893821853
1,3,68.183946488294,68.183946488294,390332555.09833,3144709285.4641,5167333280.2123,37525934673.871,19140765954742,1117791837198.1
1,3,71.772575250836,71.772575250836,599807288.60907,4701522621.7988,7205925644.0676,40904835290.12,20538625982681,1199384472930
1,3,75.361204013378,75.361204013378,885227378.00212,6777032281.0559,9876160986.5697,44617006849.14,21986186161028,1283864744570.1
1,3,78.94983277592,78.94983277592,1337357418.9786,9965144361.3303,13885508022.602,48991785750.299,23516104320978,1373123266590.5
1,3,82.538461538462,82.538461538462,2058880806.6439,14859515762.048,19895794959.598,54268717267.625,25124027677066,1466890583043.1
1,3,86.127090301003,86.127090301003,3047045406.084,21388234158.907,27791820846.592,60364769314.56,26790127206247,1564011607566.7
1,3,89.715719063545,89.715719063545,4581653545.1725,31186135814.032,39412944623.517,68030858180.278,28547440862652,1666373423041
1,3,93.304347826087,93.304347826087,7066369293.1262,46323994159.652,56925258130.498,78060663001.115,30393888229942,1773806223432.6
1,3,96.892976588629,96.892976588629,10486216264.802,66496080297.203,79867667304.892,90220781125.848,32302432823430,1884742835275.4
1,3,100.48160535117,100.48160535117,15694944136.748,96053522522.348,112790529489.54,106239244667.15,34301425638333,2000737623046.7
1,3,104.07023411371,104.07023411371,24249808943.111,141875399283.09,162292452870.85,128478548628.86,36384899438958,2121301564626.3
1,3,107.65886287625,107.65886287625,36080851753.823,202731791285.56,226630575999.33,156190939715.62,38518537331673,2244474227104.6
1,3,111.2474916388,111.2474916388,53760182975.482,289686058959.14,316291389852.41,193159539485.57,40714648612659,2370752552959.6
1,3,114.83612040134,114.83612040134,83208620386.2,424323604329.63,449599900298.96,245681564209.38,42940676307083,2497871744631.8
1,3,118.42474916388,118.42474916388,124123792561.44,601880947378.29,620320492865.59,311285106180.03,45159877658005,2623836630184.8
1,3,122.01337792642,122.01337792642,184130527291.61,848692923242.46,850143749810.63,397377495867.79,47345298090314,2746649926790.3
1,3,125.60200668896,125.60200668896,285481157831.4,1227386516289.8,1183214614076.3,518107712557.62,49373265619082,2858310808343.7
1,3,129.19063545151,129.19063545151,426929037540.29,1720031607028.7,1598611715877.4,665623557213,51226863076347,2958294643010.5
1,3,132.77926421405,132.77926421405,630602364961.74,2383064797325.4,2133537287289.4,851560611203.49,52799848924368,3039759400025
1,3,136.36789297659,136.36789297659,979347433078.95,3375724023187,2868076462141.8,1097834892760.4,53729162302741,3080252799728.8
1,3,139.95652173913,139.95652173913,1468185015674,4632053098358.5,3738359712037.1,1382246641444.8,54094018577626,3085325385321.3
1,3,143.54515050167,143.54515050167,2159487824807.9,6251031549269.2,4785610251801.6,1714992799983.6,53662355962704,3040603425834.4
1,3,147.13377926421,147.13377926421,3359289173432.4,8528409240385.5,6051190372817.5,2095425950292.2,51596000266110,2891843485771.7
1,3,150.72240802676,150.72240802676,5048150229617.7,11226299724877,7373037368778,2479736349038.6,48289631574243,2654773134885.1
1,3,154.3110367893,154.3110367893,7394552578514.1,14438737910614,8733802232201.6,2859226300313.5,43395446039958,2301777293893.3
1,3,157.89966555184,157.89966555184,11521533018657,18103241619676,9711124257000.5,3156866307815.9,35618083456173,1606415842541.6
