x,y,z,id,group1,group2,group3
1,3,0,0,135075.43528716,3295085750.3713,800765946991.92
1,3,3.5886287625418,3.5886287625418,331665.65658927,10626666561.846,2694491565952.5
1,3,7.1772575250836,7.1772575250836,585046.25874355,17997296039.906,4594522099397.4
1,3,10.765886287625,10.765886287625,898481.7457142,25408080074.072,6501123946737.8
1,3,14.354515050167,14.354515050167,1434194.1691327,32931651625.179,8429025979581.9
1,3,17.943143812709,17.943143812709,2205206.8992675,40544235743.379,10374061960112
1,3,21.531772575251,21.531772575251,3220132.4708039,48244584077.733,12335903657353
1,3,25.120401337793,25.120401337793,4997987.1248738,56156554659.825,14336977987491
1,3,28.709030100334,28.709030100334,7624459.8329627,64239465265.253,16367423121974
1,3,32.297658862876,32.297658862876,11121342.468939,72485213931.161,18425240619912
1,3,35.886287625418,35.886287625418,17138199.73211,81100460574.359,20539840920437
1,3,39.47491638796,39.47491638796,26175400.772888,90042383088.77,22697705624094
1,3,43.063545150502,43.063545150502,38284173.500664,99289035705.491,24894023720740
1,3,46.652173913043,46.652173913043,58682427.936955,109211216117.37,27164490939656
1,3,50.240802675585,50.240802675585,89797308.115506,119808418155.25,29493991041576
1,3,53.829431438127,53.829431438127,131727055.65565,131030003611.03,31873651395841
1,3,57.418060200669,57.418060200669,200891230.49037,143612799889.01,34344650617006
1,3,61.006688963211,61.006688963211,308001944.36643,157737214967.19,36892366910118
1,3,64.595317725753,64.595317725753,453137043.52889,173283119509.08,39502480833674
1,3,68.183946488294,68.183946488294,687654431.70518,191840352422.15,42220509461438
1,3,71.772575250836,71.772575250836,1056294369.8512,214202613248.23,45034303579890
1,3,75.361204013378,75.361204013378,1558455501.4045,240055793673.81,47922585052922
1,3,78.94983277592,78.94983277592,2353642800.4361,272984284196.48,50933216152227
1,3,82.538461538462,82.538461538462,3622103354.5633,315702767423.08,54057749529600
1,3,86.127090301003,86.127090301003,5358864156.6084,367315566547.08,57266448545642
1,3,89.715719063545,89.715719063545,8055137104.6183,435985028857.34,60605582022174
1,3,93.304347826087,93.304347826087,12418880299.722,530131944546.26,64068844272620
1,3,96.892976588629,96.892976588629,18423283308.373,647083804180.97,67617095584830
1,3,100.48160535117,100.48160535117,27565642399.688,805149839185.36,71286813356093
1,3,104.07023411371,104.07023411371,42574639240.347,1028825327118.1,75063576165957
1,3,107.65886287625,107.65886287625,63325634661.582,1310041758178.9,78900214981837
1,3,111.2474916388,111.2474916388,94324992514.469,1688404114361.2,82806366376271
1,3,114.83612040134,114.83612040134,145937734923.56,2230792604361.6,86724618262405
1,3,118.42474916388,118.42474916388,217626866603,2913012129040.1,90608814697504
1,3,122.01337792642,122.01337792642,322737612957.74,3815593540544.4,94407744521787
1,3,125.60200668896,125.60200668896,500188188621.03,5106512068565.7,97921943491157
1,3,129.19063545151,129.19063545151,747769962142.82,6714352819908.4,1.0113864432469e+14
1,3,132.77926421405,132.77926421405,1104173118927.2,8786418817255.2,1.0388379985939e+14
1,3,136.36789297659,136.36789297659,1714152869406.1,11688480107431,1.0556641086361e+14
1,3,139.95652173913,139.95652173913,2568905322007.8,15214134333070,1.0630743660607e+14
1,3,143.54515050167,143.54515050167,3777375574312.6,19581068764995,1.0571613027353e+14
1,3,147.13377926421,147.13377926421,5873770881100.5,25343482755958,1.0227321237853e+14
1,3,150.72240802676,150.72240802676,8823780725000.9,31920095651097,96525377554420
1,3,154.3110367893,154.3110367893,12921388512507,39465241438885,87783170982405
1,3,157.89966555184,157.89966555184,20125042313277,47592926043092,72809153215518
1,3,161.48829431438,161.48829431438,26360928490305,54619771166953,59378336067969
1,3,165.07692307692,165.07692307692,30748896181249,60002641065879,49092740282862
1,3,168.66555183946,168.66555183946,34441133413335,64990421291334,40073959880690
1,3,172.25418060201,172.25418060201,35434753892190,68445717782200,35968934758472
1,3,175.84280936455,175.84280936455,36428374371045,71901014273067,31863909636254
1,3,179.43143812709,179.43143812709,36473415447901,73769528974665,30280311671582
1,3,183.02006688963,183.02006688963,36513890665819,75630405916261,28708850256262
1,3,186.60869565217,186.60869565217,36405723682566,76733174883454,27918356651407
1,3,190.19732441472,190.19732441472,36256954744935,77628864938003,27341186175264
1,3,193.78595317726,193.78595317726,36114322972730,78230723483389,26977885930739
1,3,197.3745819398,197.3745819398,35976214493726,78616018521859,26772215096061
1,3,200.96321070234,200.96321070234,35853235832249,78910247294173,26614310650917
1,3,204.55183946488,204.55183946488,35756472811558,79046684307465,26539171679145
1,3,208.14046822742,208.14046822742,35664670530552,79165234419422,26470593056534
1,3,211.72909698997,211.72909698997,35599670689730,79187143176759,26437459423410
1,3,215.31772575251,215.31772575251,35534670848909,79209051934095,26404325790285
1,3,218.90635451505,218.90635451505,35487325225323,79183291992702,26382158080304
1,3,222.49498327759,222.49498327759,35440979041377,79154833433382,26360611172601
1,3,226.08361204013,226.08361204013,35401730863368,79110647991389,26340629762953
1,3,229.67224080268,229.67224080268,35365020022233,79060840632529,26321207974693
1,3,233.26086956522,233.26086956522,35330711142470,79006389450091,26301617944456
1,3,236.84949832776,236.84949832776,35298558917025,78947768707608,26281876854428
1,3,240.4381270903,240.4381270903,35267035960449,78887998809737,26261922144825
1,3,244.02675585284,244.02675585284,35236867882804,78825754665165,26241507490875
1,3,247.61538461538,247.61538461538,35206782036294,78763342500594,26221034927055
1,3,251.20401337793,251.20401337793,35177379679440,78699533785528,26200081027338
1,3,254.79264214047,254.79264214047,35147977322585,78635725070461,26179127127621
1,3,258.38127090301,258.38127090301,35118771403073,78571211475446,26157842433681
1,3,261.96989966555,261.96989966555,35089587885527,78506617495018,26136520015545
1,3,265.55852842809,265.55852842809,35060393579239,78441675147806,26115023817248
1,3,269.14715719064,269.14715719064,35031194377535,78376574728381,26093448765812
1,3,272.73578595318,272.73578595318,35001941637920,78311276418683,26071783969896
1,3,276.32441471572,276.32441471572,34972630459727,78245762104549,26050021214615
1,3,279.91304347826,279.91304347826,34943279102769,78180144070722,26028216921341
1,3,283.5016722408,283.5016722408,34913818204784,78114243261603,26006299381322
1,3,287.09030100334,287.09030100334,34884347714392,78048320187873,25984373688565
1,3,290.67892976589,290.67892976589,34854723129187,77982039449890,25962317028185
1,3,294.26755852843,294.26755852843,34825098543982,77915758711908,25940260367805
1,3,297.85618729097,297.85618729097,34795330997381,77849156210119,25918091684716
1,3,301.44481605351,301.44481605351,34765537993321,77782496411120,25895903053490
1,3,305.03344481605,305.03344481605,34735636510535,77715594251763,25873632126506
1,3,308.6220735786,308.6220735786,34705673766235,77648555223516,25851314724394
1,3,312.21070234114,312.21070234114,34675638087272,77581353370436,25828942662608
