x,y,z,id,group1,group2,group3,group4,group5,group6
1,3,0,0,102343.56576726,708164.45182088,804608500.25822,14926790035.896,623585931654.76,9041850960.4432
1,3,3.5886287625418,3.5886287625418,251353.52858533,2443557.7384595,2609452341.0989,48937523970.871,2096988304903.9,33755566805.341
1,3,7.1772575250836,7.1772575250836,443552.45924937,4585564.8441227,4424032825.9373,83191341162.872,3575519556043,58164454903.591
1,3,10.765886287625,10.765886287625,681434.58245778,7159318.3447121,6248573355.7225,117686730425.14,5059378326684.5,82292846898.743
1,3,14.354515050167,14.354515050167,1088764.9749011,11386416.543612,8099396021.4286,152588979861.74,6559928829415.3,106700096684.4
1,3,17.943143812709,17.943143812709,1675422.8910895,17352312.438654,9969997179.6722,187805121921.75,8073924972772.5,131325972820.73
1,3,21.531772575251,21.531772575251,2447976.2738255,25114451.376863,11860038021.824,223329081354.24,9601109591265,156166302626.59
1,3,25.120401337793,25.120401337793,3802045.3911972,38408504.518975,13796051663.928,259570718982.98,11159088498953,181507499036.68
1,3,28.709030100334,28.709030100334,5803463.8232407,57708668.084614,15768572770.914,296350100402.7,12740128657705,207223781834.5
1,3,32.297658862876,32.297658862876,8468999.9772002,83126761.115117,17775766881.817,333630787783.21,14342662914509,233289660426.22
1,3,35.886287625418,35.886287625418,13058445.191231,125911092.77625,19860722927.572,371952771051.83,15989803500037,260081038501.91
1,3,39.47491638796,39.47491638796,19955701.559254,188924136.88826,22013769266.025,411070131449.73,17670954278178,287425558949.84
1,3,43.063545150502,43.063545150502,29200563.84632,272300619.72464,24230324833.508,450895069883.12,19382340172900,315261818359.36
1,3,46.652173913043,46.652173913043,44784571.272439,409520041.03523,26587628348.207,492088376479.7,21152069972147,344046939768.6
1,3,50.240802675585,50.240802675585,68570500.306281,614099525.47225,29087317935.497,534377425395.74,22968309460326,373588404519.88
1,3,53.829431438127,53.829431438127,100636215.25459,885708596.72562,31719935685.445,577599938279.72,24824088383691,403772840035.42
1,3,57.418060200669,57.418060200669,153562355.81874,1322592036.5007,34647308094.153,622532875501.37,26751955178860,435129436347.37
1,3,61.006688963211,61.006688963211,235577155.90372,1981240124.1738,37921654209.116,668921879555.38,28740511662838,467472675447.2
1,3,64.595317725753,64.595317725753,346751279.55933,2857979969.5911,41522542763.021,716503596862.76,30778482905723,500619178146.16
1,3,68.183946488294,68.183946488294,526498396.11341,4236326742.6093,45834411439.513,766175864749.58,32902090083031,535157473306.76
1,3,71.772575250836,71.772575250836,809225839.72133,6335143764.589,51093854249.985,817761878516.99,35102004513104,570935373449.88
1,3,75.361204013378,75.361204013378,1194515338.9922,9133728370.3834,57246762717.994,870864621373.59,37361396690992,607679202817.08
1,3,78.94983277592,78.94983277592,1804973660.2575,13433564612.018,65262134463.994,926529859725.89,39718800445129,646014047654.73
1,3,82.538461538462,82.538461538462,2779399880.2632,20036469457.078,76000338788.164,984754738672.68,42168076370818,685838477209.91
1,3,86.127090301003,86.127090301003,4114138323.4688,28845801156.836,89285168088.562,1044963044472.6,44685500204015,726766884354.44
1,3,89.715719063545,89.715719063545,6187378010.9398,42069291611.065,107570557615.71,1108426569373.5,47309049658273,769412632467.69
1,3,93.304347826087,93.304347826087,9545041780.8299,62505383279.828,133699992665.62,1175508254929.5,50034706814111,813705267697.29
1,3,96.892976588629,96.892976588629,14167122773.768,89742519696.836,167039313676.96,1245371692323.7,52830740921752,859129796468.21
1,3,100.48160535117,100.48160535117,21208264540.887,129660506185.41,213606448820.41,1319694748111.6,55728097577614,906178856155.06
1,3,104.07023411371,104.07023411371,32775658943.428,191560997302.85,282096955014.65,1399620037266.8,58716464331643,954669354550.02
1,3,107.65886287625,107.65886287625,48775577063.195,273785918140.5,370196513834.01,1483860160880,61756520685444,1003965964130.7
1,3,111.2474916388,111.2474916388,72688721531.856,391295027944.86,491756380820.58,1574829289665.8,64857725350160,1054198185639.4
1,3,114.83612040134,114.83612040134,112531213798.44,573291195573.98,671005673532.66,1675242833699.4,67973436820900,1104565572003.8
1,3,118.42474916388,118.42474916388,167897171132.15,813343951719.74,899735495837.46,1782830027219.3,71063376072262,1154428065945.7
1,3,122.01337792642,122.01337792642,249111054095.27,1147083678922.1,1206656610043.8,1901097286781.1,74085540307257,1203053284243.5
1,3,125.60200668896,125.60200668896,386316853427.35,1659277819553.4,1650369663460.2,2035088717664.7,76871205828781,1247599933936.3
1,3,129.19063545151,129.19063545151,577838738203.69,2325689453765.3,2203298576835,2180049012252,79407601610556,1287910390786.1
1,3,132.77926421405,132.77926421405,853657537058.35,3222710667763.4,2914876772903.4,2340052802669.9,81547966411624,1321517164783.7
1,3,136.36789297659,136.36789297659,1326063962856.1,4565927160462.7,3891957001573.8,2519051881502.7,82798936173129,1340235680847.1
1,3,139.95652173913,139.95652173913,1988356621575.9,6266064093753.9,5049900885551.5,2706302848399.4,83272829339815,1346039214340.1
1,3,143.54515050167,143.54515050167,2925093137646.6,8457109013721.4,6443783572654.9,2902079139141.9,82651233384424,1333670432474.2
1,3,147.13377926421,147.13377926421,4551310956480.5,11539175782861,8129561076229,3086615816950.9,79766258925205,1284009243058
1,3,150.72240802676,150.72240802676,6840820847465.2,15189831079380,9890697259055.2,3261296522448,75119984895612,1205189295597.9
1,3,154.3110367893,154.3110367893,10022167821444,19536043272942,11704074991256,3422953830118.2,68204945202342,1088768360712.2
1,3,157.89966555184,157.89966555184,15619271716364,24488721299083,12996652248188,4304281650422.9,56233258473186,796135374504.48
1,3,161.48829431438,161.48829431438,20441661963078,28814894052125,14007822883229,5114082189449.7,45496950900468,547268071478.67
1,3,165.07692307692,165.07692307692,23795736121764,32162774735009,14702709334640,5711222118015.2,37289028243443,387518920236.24
1,3,168.66555183946,168.66555183946,26611051715358,35241935042523,15400357220073,6167552377145.1,30142676256340,256386242235.72
1,3,172.25418060201,172.25418060201,27336617074233,37278776018357,16108716225056,6077706558862.5,27113971208678,236251858367.38
1,3,175.84280936455,175.84280936455,28062182433108,39315616994190,16817075230038,5987860740579.8,24085266161015,216117474499.04
1,3,179.43143812709,179.43143812709,28079197839735,40317748331578,17291808039161,5955988287883.7,22913855247358,204241843016.13
1,3,183.02006688963,183.02006688963,28092802736787,41314899233757,17765416320118,5924394882159.2,21751384168370,192405963923.3
1,3,186.60869565217,186.60869565217,28002004881141,41855599123909,18070424559516,5921540526537,21168117882522,186770585699.98
1,3,190.19732441472,190.19732441472,27882689176805,42271618384867,18329379315166,5926536307632.2,20743062699593,182828888352.3
1,3,193.78595317726,193.78595317726,27772507423376,42529386828257,18508916722807,5934413977878.5,20480478690924,180358121384.06
1,3,197.3745819398,197.3745819398,27669057692821,42670519203166,18629920927376,5944415695416,20337641292721,178971478587.21
1,3,200.96321070234,200.96321070234,27578470905774,42769641185561,18723647656587,5952888672961.8,20230637466197,177931778696.49
1,3,204.55183946488,204.55183946488,27510171916044,42795971188971,18770110332927,5958712781913.5,20185722957110,177493231502.03
1,3,208.14046822742,208.14046822742,27445760963875,42815685734668,18810987982174,5963833327860.8,20145300281478,177098699781.48
1,3,211.72909698997,211.72909698997,27402356736658,42799657544221,18821690221284,5965152584778.9,20129146586911,176941979794.96
1,3,215.31772575251,215.31772575251,27358952509441,42783629353774,18832392460394,5966471841697,20112992892345,176785259808.43
1,3,218.90635451505,218.90635451505,27328289409235,42755002992561,18828386389441,5965022587434.9,20102204407505,176686080883.63
1,3,222.49498327759,222.49498327759,27298347609057,42725663424352,18823547652394,5963416602360,20091719657642,176590159470.46
1,3,226.08361204013,226.08361204013,27272983939149,42694019497862,18814182372338,5960658832861.5,20080790162859,176492784738.44
1,3,229.67224080268,229.67224080268,27249256821654,42661551828298,18803198980859,5957489332925.8,20069701684314,176394890485.93
1,3,233.26086956522,233.26086956522,27226836929798,42628972276658,18791056471215,5953926412690.2,20057804399984,176290286916.43
1,3,236.84949832776,236.84949832776,27205590759489,42596292269215,18777873221605,5950010251308.4,20045180911430,176179659237.8
1,3,240.4381270903,240.4381270903,27184597443988,42563702856244,18764463836615,5945988153622.4,20032186767769,176065777390.78
1,3,244.02675585284,244.02675585284,27164148550227,42531308502248,18750567559492,5941737964458.6,20018394566517,175944888993.15
1,3,247.61538461538,247.61538461538,27143712648060,42498931086469,18736646968900,5937471739338.5,20004525940194,175823315455.01
1,3,251.20401337793,251.20401337793,27123384729569,42466694457955,18722524289346,5933072226378.7,19990022083107,175696047158.4
1,3,254.79264214047,254.79264214047,27103056811078,42434457829441,18708401609791,5928672713418.9,19975518226020,175568778861.79
1,3,258.38127090301,258.38127090301,27082623295007,42402189530004,18694186911290,5924205689736,19960644415286,175438167576.41
1,3,261.96989966555,261.96989966555,27062177736453,42369917618775,18679961718830,5919730967043.8,19945728414565,175307175052.31
1,3,265.55852842809,265.55852842809,27041603575887,42337530682272,18665674368337,5915222588171.6,19930637391611,175174603630.22
