x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9
1,3,366.04013377926,366.04013377926,26439029974867,31205177055096,10145175076254,11335314184998,6919178779324.3,5785101232391.8,17319980855933,2176337431314,170915807668.56
1,3,369.62876254181,369.62876254181,26419434586230,31182049217162,10137655940307,11326912972746,6914050603048,5780813582297.6,17307144086074,2174724430540.1,170789132767.08
1,3,373.21739130435,373.21739130435,26399827119573,31158907123941,10130132169798,11318506582241,6908919265913.1,5776523289410.7,17294299403949,2173110435552.3,170662379786.29
1,3,376.80602006689,376.80602006689,26379987221805,31135490699777,10122519211061,11310000540764,6903727100890.3,5772182138445.2,17281302457795,2171477307864.6,170534124243.95
1,3,380.39464882943,380.39464882943,26360070369850,31111983449069,10114876723544,11301461506461,6898514796736.4,5767824149191.3,17268255099480,2169837845649.1,170405371227.74
1,3,383.98327759197,383.98327759197,26339986262020,31088278791510,10107170056722,11292850763938,6893258721233.2,5763429562836.6,17255098173200,2168184615698.9,170275536980.51
1,3,387.57190635452,387.57190635452,26319760540530,31064406991802,10099409050008,11284179306876,6887965585023.4,5759003990130.2,17241848476961,2166519728763.5,170144787267.21
1,3,391.16053511706,391.16053511706,26299432524700,31040414457256,10091608790965,11275463992768,6882645678075.8,5754556034497.2,17228531768578,2164846421434.9,170013376269.35
1,3,394.7491638796,394.7491638796,26278898457485,31016178726655,10083729465995,11266660337457,6877271846859,5750062992958.5,17215080077702,2163156152917.2,169880633246.74
1,3,398.33779264214,398.33779264214,26258326838694,30991898675085,10075835731752,11257840582509,6871888188278.1,5745561734794.3,17201603787115,2161462793329.6,169747647470.99
1,3,401.92642140468,401.92642140468,26237484957566,30967299641215,10067838292566,11248904956913,6866433801205,5741001340780.2,17187950450023,2159747187011.6,169612914577.42
1,3,405.51505016722,405.51505016722,26216643076439,30942700607344,10059840853380,11239969331317,6860979414131.9,5736440946766.1,17174297112931,2158031580693.6,169478181683.86
1,3,409.10367892977,409.10367892977,26195520888607,30917770736054,10051735855005,11230913528677,6855451669901.5,5731819219087.6,17160460149327,2156292900836.5,169341636740.14
1,3,412.69230769231,412.69230769231,26174371733393,30892809035990,10043620508717,11221846164200,6849916868221.4,5727191590700,17146605519624,2154552001150.4,169204917465.06
1,3,416.28093645485,416.28093645485,26153007109348,30867593024656,10035422482803,11212686420882,6844325677657.2,5722516815763.1,17132609738136,2152793365075.7,169066805285.95
1,3,419.86956521739,419.86956521739,26131551227781,30842269304862,10027189439585,11203487552348,6838710604707,5717822072846.4,17118554174629,2151027217107.7,168928103170.14
1,3,423.45819397993,423.45819397993,26109944489368,30816767533360,10018898509634,11194224006341,6833056052039.1,5713094321075.6,17104399786105,2149248651309.4,168788425836.3
1,3,427.04682274247,427.04682274247,26088182437085,30791082449664,10010547982702,11184893871981,6827360853236.1,5708332585213.1,17090143652806,2147457300799.2,168647744471.88
1,3,430.63545150502,430.63545150502,26066333909093,30765295301340,10002164273345,11175526662536,6821643023464.3,5703551927676.5,17075830870017,2145658832013.1,168506504082.98
1,3,434.22408026756,434.22408026756,26044266249681,30739249518927,9993696478961.7,11166065503981,6815867846301.8,5698723322186.8,17061374536131,2143842325353.3,168363847113.31
1,3,437.8127090301,437.8127090301,26022176259843,30713177380597,9985220115955.8,11156594771610,6810086825195.4,5693889830595.9,17046903573775,2142023980557.1,168221045788.02
1,3,441.40133779264,441.40133779264,25999803564828,30686771574004,9976635273420,11147002833884,6804231819238.5,5688994480529.8,17032247413690,2140182364791.4,168076416907.63
1,3,444.98996655518,444.98996655518,25977430869813,30660365767411,9968050430884.2,11137410896157,6798376813281.6,5684099130463.7,17017591253606,2138340749025.6,167931788027.24
1,3,448.57859531773,448.57859531773,25954795292627,30633649689041,9959364715294.2,11127706251873,6792453010217.2,5679146259375.9,17002762881671,2136477494027.1,167785459738.07
1,3,452.16722408027,452.16722408027,25932118141423,30606884542131,9950663046936.9,11117983783388,6786518327099,5674184291513.1,16987907274955,2134610816849.6,167638862692.55
