x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12
1,3,218.90635451505,218.90635451505,41456447999442,34647466170611,14179039924911,15841011383595,12276874912764,8625386243562.4,7211967882545.3,8320894623491.7,13117809220381,7116383055313.1,2343131938061.2,182099643138
1,3,222.49498327759,222.49498327759,41239333551706,34461476083979,14102727691832,15756863340604,12213186749227,8581944961103.7,7177081448996,8282688758703.3,13058503161081,7084200167155.5,2332520633661,181274619276.88
1,3,226.08361204013,226.08361204013,41029156693302,34282258465782,14029012873892,15674711039954,12150106749090,8538220940538.9,7141260618858.5,8242825944192.8,12997093469041,7051046299384,2321618088744.6,180427531233
1,3,229.67224080268,229.67224080268,40821459827359,34105461813985,13956226558587,15593272160886,12087244150209,8494395849077.9,7105105768302,8202370816902.6,12934931787644,7017545333794,2310611433560.2,179572555866.28
1,3,233.26086956522,233.26086956522,40616565447964,33931883501376,13884837576634,15513308435763,12025346548519,8451079046563.5,7069173815395.1,8161807820239.5,12872288010610,6983752476679.2,2299506656888.3,178709928620.36
1,3,236.84949832776,236.84949832776,40414187343305,33761194846022,13814703221438,15434669210343,11964315390969,8408218622558.5,7033441996088.9,8121147970666.3,12809211373310,6949697538281.8,2288313779661.6,177840430964.92
1,3,240.4381270903,240.4381270903,40213120789993,33591919188241,13745195856005,15356760557142,11903842018620,8365728084929,6997981629838.4,8080680741936.2,12746260206953,6915684342820,2277131626221.4,176971711772.96
1,3,244.02675585284,244.02675585284,40014878138158,33425685855827,13677038462358,15280424899131,11844569613700,8324033949730.4,6963105729218,8040628245183,12683579192107,6881761024081.3,2265972562168.3,176104668690.89
1,3,247.61538461538,247.61538461538,39817059808702,33259855447593,13609055318486,15204294540988,11785460602389,8282455179568.5,6928324023042,8000667079386.2,12621008364659,6847891927902.4,2254830661913.1,175238946636.73
1,3,251.20401337793,251.20401337793,39622768366730,33097374069054,13542520505834,15129870596567,11727709687897,8241835301806.7,6894325243301,7961465039252.1,12559353394042,6814473519401.1,2243831423904.5,174384204717.16
1,3,254.79264214047,254.79264214047,39428476924759,32934892690514,13475985693182,15055446652146,11669958773404,8201215424044.9,6860326463560.1,7922262999118.1,12497698423424,6781055110899.7,2232832185896,173529462797.6
