x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18
1,3,287.09030100334,287.09030100334,1123955857535.3,25708394347015,11436773258147,15617857740419,4570859763190.7,5966359802937.6,4329469655899.3,8021190734880.2,3485689678681.6,2196259366025,4829603539097.3,5881279085676.8,11086456014218,6520589110697.2,1339677665073.9,864439696938.99,131816113550.25,41244413130.423
1,3,290.67892976589,290.67892976589,1123272875845.2,25692775151969,11429825504670,15608371828471,4568083699963.1,5962736487057.7,4326840556072.7,8016320160231.2,3483573171247.3,2194925811618.9,4826670894593,5877706498095.5,11079718575606,6516625978530.3,1338863395487.5,863914274036.01,131735992950.99,41219344013.302
1,3,294.26755852843,294.26755852843,1122589894155,25677155956923,11422877751194,15598885916524,4565307636735.5,5959113171177.8,4324211456246,8011449585582.2,3481456663813.1,2193592257212.7,4823738250088.8,5874133910514.1,11072981136994,6512662846363.4,1338049125901.1,863388851133.03,131655872351.73,41194274896.181
1,3,297.85618729097,297.85618729097,1121895535224.3,25661275113128,11415813156643,15589239526089,4562484527337.3,5955428324973.2,4321537653310.4,8006496137242.9,3479304149912,2192236026150.1,4820755907489.5,5870501549788.9,11066132398425,6508634448780.6,1337221459840,862854787153.8,131574434198.17,41168793485.803
1,3,301.44481605351,301.44481605351,1121199150322.6,25645347676948,11408727755937,15579564558886,4559653040320.8,5951732521924.3,4318855889990.8,8001527931397.7,3477145224257.9,2190875757003.9,4817764715038,5866858545124.6,11059263840422,6504594429237.2,1336391408238.4,862319184438.55,131492761424.73,41143238657.431
1,3,305.03344481605,305.03344481605,1120494189114.4,25629223582031,11401554758083,15569769638337,4556786415197.2,5947990795598.1,4316140771934.3,7996497843287.1,3474959391895,2189498529235.9,4814736237944.8,5863170366700.6,11052310685454,6500504741072.5,1335551158041.1,861777002527.66,131410085458.92,41117369915.728
1,3,308.6220735786,308.6220735786,1119784384583.1,25612988427438,11394332291231,15559906976177,4553899946425.3,5944223134882.4,4313406817357.6,7991432808219.6,3472758364426.2,2188111724374.6,4811686704984.4,5859456677164.4,11045309755790,6496387003398.7,1334705148360.4,861231105127.94,131326842957.28,41091323896.811
1,3,312.21070234114,312.21070234114,1119068812803.3,25596621236963,11387051071318,15549963999299,4550989963426.2,5940424763072.7,4310650566809.3,7986326426676.8,3470539361089.7,2186713589679.9,4808612245641.5,5855712680937.8,11038251852171,6492235782245,1333852261247.2,860680770488.48,131242923849.4,41065066165.292
1,3,315.79933110368,315.79933110368,1118345575103.9,25580078542263,11379691755887,15539914266801,4548048724936.7,5936585569581.3,4307864680095.6,7981165086731.5,3468296463939.7,2185300395187.7,4805504653748.5,5851928400569.3,11031118217853,6488040054309.3,1332990232539.9,860124537798.34,131158105385.59,41038527021.966
1,3,319.38795986622,319.38795986622,1117619387469,25563468362153,11372302422315,15529823532610,4545095485261.1,5932730707660.5,4305067421501.7,7975982668589.6,3466044404781.7,2183881426844.1,4802384359963.5,5848128656177.9,11023955458381,6483827200853.2,1332124685685.3,859566035084.02,131072940775.1,41011879570.194
1,3,322.97658862876,322.97658862876,1116882714792,25546618316670,11364806394383,15519587064898,4542099589417.4,5928820154980.8,4302229743500,7970725331594.5,3463759780829,2182441936331.2,4799218919470.7,5844273947555.5,11016689178515,6479553477656.4,1331246634176.2,858999463956.09,130986545845.28,40984847154.529
1,3,326.5652173913,326.5652173913,1116145910384.5,25529765258266,11357309026324,15509348767167,4539103157978,5924908903151.9,4299391558135.1,7965467054448.9,3461474748282.4,2181002188350.6,4796052912681,5840418549238.9,11009421598766,6475278989978.3,1330368425606.6,858432791484.81,130900135461.92,40957809903.533
