x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14,group15,group16,group17,group18,group19,group20,group21,group22,group23,group24,group25,group26
1,3,473.69899665552,473.69899665552,63159753982.959,1207611771901.5,13771052967327,15233808950666,12912232341949,12396180951429,5214333033554.6,5150790314927.2,6716075475096.3,4864761922277.4,4636931880981.3,4342012878091.7,3880858877415.6,2430259597952.4,2144829365371.2,3137318775095.4,2669201867196.8,3471338737889,4707278300493.2,4947930178352.5,3507028576086.7,1700739373115.9,1043799132086,668696227746.78,101288543222.25,31772249617.606
1,3,477.28762541806,477.28762541806,62947467123.859,1203552851979.4,13724766799086,15182606140464,12868832510844,12354515489066,5196806833546.7,5133477663601.5,6693501593648.2,4848410596335.5,4621346306992.1,4327418557061.4,3867814560773.9,2422091016490.5,2137620163831.2,3126773599253.3,2660230112324.3,3459670784511.4,4691455996950.1,4931298939387.8,3495240554450.2,1695022748579.3,1040290652340.4,666448565740.19,100948086048.72,31665454824.706
1,3,480.8762541806,480.8762541806,62743400182.933,1199651095537.5,13680272835001,15133385864461,12827113061576,12314463244840,5179959217845.5,5116835327422.5,6671801731528.8,4832692363093.2,4606364176578.1,4313389299604.3,3855275294218.5,2414238706284.6,2130690088398.4,3116636712199.7,2651605725254.2,3448454586788.2,4676246293095.9,4915311619115.7,3483908934197.6,1689527456632.1,1036918011578.3,664287927177.87,100620810461.81,31562794840.392
1,3,484.46488294314,484.46488294314,62539333242.008,1195749339095.5,13635778870915,15084165588458,12785393612308,12274411000615,5163111602144.3,5100192991243.6,6650101869409.5,4816974129851,4591382046164,4299360042147.2,3842736027663.2,2406386396078.8,2123760012965.7,3106499825146.1,2642981338184.1,3437238389065,4661036589241.8,4899324298843.6,3472577313944.9,1684032164684.8,1033545370816.2,662127288615.55,100293534874.91,31460134856.077
1,3,488.05351170569,488.05351170569,62342079814.512,1191977856132.8,13592770475921,15036588656039,12745067053409,12235695973292,5146826473248.4,5084106287080,6629126491444.4,4801780673771.9,4576900116282.5,4285799171707.1,3830615402496.6,2398796246485,2117061307898.3,3096701369930.1,2634644884067.7,3426396653794.6,4646334675289.8,4883870729463.6,3461624009395.6,1678720337526.2,1030285328351.8,660038784670.62,99977185639.865,31360902256.418
1,3,491.64214046823,491.64214046823,62146376503.607,1188236011195.1,13550100057116,14989385594485,12705057385713,12197285171113,5130669313591.7,5068145992648.3,6608315938120.7,4786706607754.3,4562531985126.5,4272344862220.3,3818590020844.1,2391265740057.5,2110415241024.9,3086979910057.4,2626373936485.2,3415640111056,4631748286692.1,4868538591724.1,3450756774016.6,1673450249745.5,1027050902699,657966691798.83,99663322217.682,31262449408.039
1,3,495.23076923077,495.23076923077,61955696381.209,1184590209091.2,13508524861260,14943394078975,12666074620841,12159860225522,5114926844214.5,5052595334448.1,6588039505555.6,4772019429613.5,4548532622619.6,4259235866775,3806873278165,2383928508429.5,2103939748866,3077507954910.3,2618315265240.1,3405159638321.2,4617536260852.1,4853599955001.5,3440168446827.5,1668315418923.3,1023899488645.5,655947779222.12,99357514104.469,31166523353.545
1,3,498.81939799331,498.81939799331,61768297204.387,1181007138320.3,13467665021177,14898193896825,12627762587770,12123079201974,5099455233921.4,5037312234230.2,6568111939280.9,4757584951140.5,4534774125026.9,4246352416633.5,3795358126103.7,2376717516160.9,2097575669279.8,3068198966258.2,2610395244397.8,3394859483457.5,4603568753774,4838918337384.9,3429762291299,1663268932529.8,1020802294444.3,653963601884.52,99056967396.494,31072247699.63
1,3,502.40802675585,502.40802675585,61584156802.893,1177486375068.6,13427515705099,14853779706128,12590116760185,12086937754903,5084252654689.2,5022294886105.8,6548530884329.6,4743401466366.8,4521254866101.5,4233692988747.7,3784043203146.6,2369631910590.1,2091322249798,3059051844115.3,2602612938329.5,3384738429070.3,4589844113801.8,4824492002276.9,3419537076270,1658310193397.3,1017758953542.6,652013924933.75,98761646518.961,30979611288.013
1,3,505.99665551839,505.99665551839,61405004674.178,1174060987186.9,13388454002372,14810568648320,12553490706705,12051775320380,5069461886700,5007684330043.2,6529480241213.5,4729602182684.8,4508101814604.5,4221376476223.6,3773034774896.7,2362738236953.6,2085238219958.3,3050152494285.7,2595041435028.9,3374891527376.2,4576491235381.7,4810456433226.6,3409588830494.2,1653485770757.6,1014798046966.7,650117058417.3,98474324924.934,30889484097.474
1,3,509.58528428094,509.58528428094,61227371313.395,1170664638008.9,13349723442345,14767723904511,12517175140273,12016910962401,5054796501463.1,4993197628576.5,6510591090804.4,4715919875419.8,4495060261048.5,4209164369983.1,3762119664084.9,2355903000228.1,2079205763672.4,3041328582961.7,2587534114214.8,3365128096027.3,4563251545750.4,4796539839149.2,3399724912463.8,1648702242955.1,1011862238870,648236270906.56,98189438844.65,30800120880.483
1,3,513.17391304348,513.17391304348,61056411613.752,1167395888620.2,13312447965821,14726488791407,12482223893764,11983356390994,5040682064125.5,4979255160094,6492411560067.6,4702751577539,4482508643750,4197411038347.8,3751614602067.9,2349324542786.6,2073399928198.1,3032836158109.7,2580308819480.4,3355731444084.3,4550509222178.3,4783146036366.5,3390231541365.7,1644098412313.6,1009036716710.5,646426136609.66,97915254724.205,30714114661.279
1,3,516.76254180602,516.76254180602,60885451914.109,1164127139231.6,13275172489297,14685253678304,12447272647255,11949801819588,5026567626787.9,4965312691611.6,6474232029330.9,4689583279658.2,4469957026451.4,4185657706712.5,3741109540051,2342746085345.2,2067594092723.9,3024343733257.6,2573083524745.9,3346334792141.3,4537766898606.2,4769752233583.8,3380738170267.5,1639494581672,1006211194551.1,644616002312.77,97641070603.76,30628108442.074
1,3,520.35117056856,520.35117056856,60722433853.115,1161010233437.5,13239628564051,14645934034282,12413944954252,11917805911103,5013108825301.6,4952017868782,6456896957877.1,4677026661966,4457988442270,4174450325625.2,3731092444243.1,2336473200465.3,2062057940693.1,3016245784536,2566193847087.2,3337374613730.2,4525616448528,4756980563122.6,3371685759351.6,1635104595805.4,1003516916064.4,642889947633.61,97379622168.512,30546097157.393
