x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9
1,3,226.08361204013,226.08361204013,40038547890061,47198454757546,15291075192677,16973522036688,10168248516313,8025170856978.5,19521851118531,2273960180247.1,176744337850.96
1,3,229.67224080268,229.67224080268,39860566427745,46986314615671,15222449806942,16898381731533,10124158112008,7991340475205.9,19441205386031,2264589684390.2,176016234463.88
1,3,233.26086956522,233.26086956522,39685443534284,46777714587155,15154849417073,16823915672647,10080125860233,7957313740978.3,19359911610373,2255143157988.2,175282234043.48
1,3,236.84949832776,236.84949832776,39512887270302,46572293127974,15088169342487,16750055000737,10036145821998,7923110707341.9,19278035974786,2245628365874.2,174542938840.85
1,3,240.4381270903,240.4381270903,39341529270777,46368573829079,15022045534079,16676742616185,9992422362756.5,7889016477712.3,19196227724720,2236118340698.8,173803982108.54
1,3,244.02675585284,244.02675585284,39172751254704,46168519451845,14957119422490,16604610749258,9949251343799.6,7855156514012.5,19114564562432,2226618579219.7,173065754136.76
1,3,247.61538461538,247.61538461538,39004329729995,45968953270557,14892356952838,16532659030172,9906181906683.2,7821361212796.8,19033014328274,2217131205888.5,172328480467.82
1,3,251.20401337793,251.20401337793,38838871294197,45773444881777,14828954644059,16462204665911,9863956798642,7788103373938.3,18952402731409,2207746800503.1,171599138783.89
1,3,254.79264214047,254.79264214047,38673412858398,45577936492996,14765552335279,16391750301651,9821731690600.7,7754845535079.8,18871791134544,2198362395117.8,170869797099.95
1,3,258.38127090301,258.38127090301,38510864415685,45386146421714,14703386871092,16322692978904,9780338340176.9,7722191716533,18792464745881,2189124359573.6,170151793563.69
1,3,261.96989966555,261.96989966555,38348647832311,45194780392122,14641362458247,16253794976560,9739039844457.1,7689606781236.2,18713284924007,2179903016233.6,169435083044.31
1,3,265.55852842809,265.55852842809,38188666031324,45006140567047,14580233870791,16185906989206,9698350415889.7,7657489275621.2,18635184448090,2170806311451.5,168728047255.09
1,3,269.14715719064,269.14715719064,38029698267880,44818737763411,14519511766123,16118477298429,9657937352914.5,7625583867277.2,18557573727832,2161766161695.6,168025401396.46
1,3,272.73578595318,272.73578595318,37872286736241,44633191207345,14459394705593,16051725246798,9617932841673.1,7593998770101,18480728808828,2152814950360,167329665097.73
1,3,276.32441471572,276.32441471572,37716573888254,44449670813053,14399938072760,15985712862955,9578374279517.2,7562763304221.4,18404719789762,2143960818546.9,166641470835.07
1,3,279.91304347826,279.91304347826,37561732177999,44267180305015,14340815803357,15920073154065,9539039826995.3,7531704725132.2,18329139315083,2135156566516.9,165957153005.78
1,3,283.5016722408,283.5016722408,37409265486590,44087497618487,14282605122812,15855449484324,9500316373842.1,7501128399819.1,18254727198699,2126488303803.8,165283403657.22
1,3,287.09030100334,287.09030100334,37256987879811,43908037839779,14224466697018,15790906146838,9461641134895.1,7470590179957.3,18180407785152,2117830838868.7,164610493558.98
1,3,290.67892976589,290.67892976589,37107747775688,43732158907893,14167488989559,15727653286728,9423740420980.7,7440664095566.9,18107577573068,2109346832130.4,163951065387.42
1,3,294.26755852843,294.26755852843,36958507671565,43556279976007,14110511282101,15664400426619,9385839707066.2,7410738011176.6,18034747360984,2100862825392.1,163291637215.85
1,3,297.85618729097,297.85618729097,36811985282868,43383602919939,14054570918977,15602299658620,9348629749311.4,7381357763967.8,17963246204153,2092533649643.2,162644243525.29
1,3,301.44481605351,301.44481605351,36665946843914,43211496029151,13998815278109,15540404046273,9311542796070.7,7352074715222.5,17891981715202,2084232044999.3,161998992842.02
1,3,305.03344481605,305.03344481605,36521937379116,43041779628958,13943834020520,15479368160936,9274971077764.8,7323198658829.5,17821708139984,2076045879277.5,161362714846.54
1,3,308.6220735786,308.6220735786,36379073742959,42873413217663,13889290082714,15418817791804,9238690329623.7,7294552444444.2,17751994166440,2067924905723.3,160731504023.86
1,3,312.21070234114,312.21070234114,36237561484201,42706639165200,13835261979905,15358840052297,9202752704431.2,7266177201635.1,17682939799480,2059880772596.7,160106265733.88
1,3,315.79933110368,315.79933110368,36097845498095,42541981701797,13781919533299,15299623461331,9167271163800.6,7238162138618.8,17614762192239,2051938777007,159488966230.78
1,3,319.38795986622,319.38795986622,35958814762332,42378131757142,13728838683084,15240697266497,9131963622653,7210284469647,17546918985716,2044035736387.2,158874694549.6
1,3,322.97658862876,322.97658862876,35822219631989,42217152000087,13676687632601,15182803235164,9097274532978.8,7182895144363.2,17480264349484,2036271154561.3,158271184744.84
1,3,326.5652173913,326.5652173913,35685654871123,42056208032950,13624548176476,15124922074762,9062593155264.5,7155511908307,17413624532622,2028508299052.2,157667809119.9
1,3,330.15384615385,330.15384615385,35552154370249,41898875244775,13573578583373,15068339582894,9028689909180.8,7128743071263,17348479980279,2020919627754.1,157077972149.74
1,3,333.74247491639,333.74247491639,35418653869375,41741542456600,13522608990269,15011757091026,8994786663097.1,7101974234219,17283335427935,2013330956456.1,156488135179.57
1,3,337.33110367893,337.33110367893,35287608749034,41587103350787,13472576830715,14956215256398,8961506956450.8,7075697724166,17219389016237,2005881856550.3,155909146537.55
1,3,340.91973244147,340.91973244147,35157177259309,41433387412756,13422778947649,14900933495161,8928383080187.9,7049544252848.2,17155742035023,1998467637298.8,155332869029.79
1,3,344.50836120401,344.50836120401,35028542633070,41281789108944,13373667093241,14846413307318,8895715523949,7023751075751.8,17092971866468,1991155557762.4,154764530432.85
1,3,348.09698996656,348.09698996656,34901155136020,41131660568120,13325031383165,14792421696307,8863364680708,6998207964085.2,17030810257590,1983914369209.6,154201701908.04
1,3,351.6856187291,351.6856187291,34774916709172,40982886229048,13276834380819,14738917104232,8831305650410.1,6972895257569.4,16969209361490,1976738497931.7,153643950232.88
1,3,355.27424749164,355.27424749164,34650548785807,40836316314985,13229351524862,14686205301503,8799721645158.5,6947957613983.8,16908521216590,1969668952786,153094462861.27
1,3,358.86287625418,358.86287625418,34526692483787,40690349356533,13182064002696,14633710343228,8768267569315.8,6923122558104,16848082728503,1962628490089.8,152547235951.7
1,3,362.45150501672,362.45150501672,34405320302316,40547309982009,13135724902031,14582268249087,8737444351271.6,6898785605422.8,16788856421308,1955729233993.4,152010984464.26
1,3,366.04013377926,366.04013377926,34283948120846,40404270607485,13089385801367,14530826154945,8706621133227.3,6874448652741.6,16729630114114,1948829977897,151474732976.82
1,3,369.62876254181,369.62876254181,34165432571859,40264597829123,13044137344809,14480594809715,8676523375031.5,6850684497954.2,16671797764680,1942093103538.6,150951102770.01
1,3,373.21739130435,373.21739130435,34047032874974,40125061584685,12998933119845,14430412566988,8646455038208.2,6826943573260.5,16614021947871,1935362814649.7,150427984425.3
1,3,376.80602006689,376.80602006689,33930849265219,39988137040787,12954574982576,14381169585518,8616949490559.6,6803647007447.7,16557327520638,1928758496525.6,149914657282.51
1,3,380.39464882943,380.39464882943,33815399366116,39852077188752,12910496971276,14332237578278,8587630273316.2,6780497561682.7,16500991124025,1922195885287,149404571848.52
1,3,383.98327759197,383.98327759197,33701534831846,39717885718902,12867024241922,14283977508353,8558713669357.1,6757666005499.6,16445428342088,1915723392205.5,148901490937.19
1,3,387.57190635452,387.57190635452,33589012608060,39585276187127,12824063997951,14236286360155,8530137953514.6,6735103602831.9,16390520570951,1909327201148.9,148404340676
1,3,391.16053511706,391.16053511706,33477454493913,39453802876124,12781471844585,14189003837766,8501807079240.6,6712734518653.7,16336083258892,1902985813739.8,147911450082.38
1,3,394.7491638796,394.7491638796,33367838384808,39324618253435,12739621135743,14142544409918,8473969389082.8,6690754835707.2,16282593592065,1896754817260.7,147427139732.73
1,3,398.33779264214,398.33779264214,33258574242715,39195848430570,12697904805649,14096234158999,8446221083175.1,6668845727495.7,16229275675662,1890543827941.8,146944384459.35
1,3,401.92642140468,401.92642140468,33151843241348,39070063962279,12657155612451,14050997548916,8419116084387.1,6647444552499.6,16177193863729,1884476832095.8,146472821220.81
1,3,405.51505016722,405.51505016722,33045112239982,38944279493988,12616406419252,14005760938832,8392011085599.1,6626043377503.5,16125112051795,1878409836249.9,146001257982.26
1,3,409.10367892977,409.10367892977,32940994485693,38821574784837,12576654946205,13961631920698,8365569736846.4,6605166197774.7,16074305432786,1872491387278.5,145541240696.17
1,3,412.69230769231,412.69230769231,32837128143271,38699166369137,12536999460517,13917609460326,8339192235670.8,6584339429899.1,16023621495875,1866587229511,145082334208.01
1,3,416.28093645485,416.28093645485,32735260184765,38579113083455,12498106943680,13874433989030,8313322235770.6,6563913367577.7,15973912714353,1860796667324.5,144632257048.46
1,3,419.86956521739,419.86956521739,32634238601873,38460057266076,12459537567067,13831617243047,8287667177903.9,6543657016094.3,15924616940428,1855054216278.5,144185919374.78
1,3,423.45819397993,423.45819397993,32534609153845,38342642104805,12421499698090,13789390535791,8262365661089.8,6523679808466.6,15876000489827,1849390899417.9,143745732483.73
1,3,427.04682274247,427.04682274247,32436412970923,38226916072373,12384009039996,13747771299795,8237428130601.1,6503989991922.6,15828083432971,1843809054740.4,143311878098.51
1,3,430.63545150502,430.63545150502,32339010948064,38112125972938,12346821587214,13706488658957,8212692282148.3,6484459416581.6,15780553904853,1838272353178.1,142881532506.45
1,3,434.22408026756,434.22408026756,32243621344905,37999707549047,12310402463601,13666058957922,8188467500570.9,6465332362078.5,15734006383388,1832850045298.7,142460078276.26
1,3,437.8127090301,437.8127090301,32148435862121,37887529684892,12274061271836,13625715770815,8164294556651.7,6446246236807.5,15687558467134,1827439340402.6,142039525899.41
1,3,441.40133779264,441.40133779264,32055834561464,37778397328412,12238706704200,13586467857741,8140777882105.4,6427678279263.5,15642371561727,1822175530310.5,141630391066.13
1,3,444.98996655518,444.98996655518,31963233260807,37669264971933,12203352136564,13547219944668,8117261207559.1,6409110321719.5,15597184656319,1816911720218.5,141221256232.86
1,3,448.57859531773,448.57859531773,31873024196045,37562951909369,12168910908615,13508985950807,8094352055957,6391022043381.4,15553165096194,1811783893853.6,140822690868.95
1,3,452.16722408027,452.16722408027,31783193456128,37457084709579,12134614122565,13470912305192,8071538982264.6,6373009624853.8,15509330148181,1806677572902.4,140425797034.53
1,3,455.75585284281,455.75585284281,31695162551874,37353338650962,12101004502404,13433601498121,8049182988306.7,6355358100749.6,15466373471283,1801673561508.7,140036855311.39
1,3,459.34448160535,459.34448160535,31608085156885,37250716321473,12067758926059,13396694824403,8027069144102.2,6337897769754.6,15423882081113,1796723751236.1,139652126423.87
1,3,462.93311036789,462.93311036789,31522222654409,37149525766827,12034977188190,13360303068388,8005263829735.5,6320681043307.3,15381983525940,1791843000147.4,139272765229.55
1,3,466.52173913043,466.52173913043,31437881917411,37050128642877,12002776451004,13324556294520,7983844977587.1,6303769454134.8,15340827551546,1787048752087.1,138900127568.45
1,3,470.11036789298,470.11036789298,31354178254614,36951482322067,11970818944322,13289079536391,7962587914230.8,6286985607830.9,15299982451661,1782290717711.8,138530304651.75
1,3,473.69899665552,473.69899665552,31272558019938,36855291357907,11939656876021,13254485812575,7941859949868.2,6270619519904.1,15260154006807,1777651113198.4,138169686812.91
1,3,477.28762541806,477.28762541806,31191003831247,36759178230147,11908520023635,13219920081524,7921148758288.7,6254266675190.4,15220357790585,1773015262989.4,137809360781.08
1,3,480.8762541806,480.8762541806,31112088456986,36666174993351,11878390652932,13186472778936,7901107709812.3,6238442952437.9,15181849243485,1768529413001.6,137460693664.48
1,3,484.46488294314,484.46488294314,31033173082726,36573171756555,11848261282228,13153025476348,7881066661336,6222619229685.3,15143340696386,1764043563013.8,137112026547.87
1,3,488.05351170569,488.05351170569,30956448927767,36482750914843,11818968505513,13120506895892,7861582087175.6,6207234879917.8,15105901405678,1759682270409,136773040776.79
1,3,491.64214046823,491.64214046823,30880223288799,36392917584040,11789866059123,13088199605486,7842224114375.6,6191950490231.2,15068705377435,1755349315381.8,136436257571.89
1,3,495.23076923077,495.23076923077,30805615843824,36304991324393,11761381428315,13056578166225,7823277091768.2,6176990572670.6,15032298983206,1751108344601.8,136106623933.37
1,3,498.81939799331,498.81939799331,30732065338364,36218310687254,11733300329906,13025404697466,7804598485369.7,6162242587309,14996408346294,1746927454248.6,135781660105.3
1,3,502.40802675585,502.40802675585,30659566328565,36132869256416,11705620685275,12994676891679,7786186912554.3,6147705442477.3,14961030810004,1742806334844.1,135461342033.19
1,3,505.99665551839,505.99665551839,30588676864269,36049324703526,11678555553997,12964631271146,7768184093402.2,6133491035475,14926438687131,1738776708030.1,135148135312.94
1,3,509.58528428094,509.58528428094,30518278202887,35966358571114,11651677808090,12934793671399,7750305916732.2,6119375041895.6,14892086062767,1734774980331.1,134837097078.93
1,3,513.17391304348,513.17391304348,30450036192479,35885934092487,11625623457537,12905870141673,7732975435119.8,6105691489521.8,14858785825573,1730895844922.2,134535587451.64
1,3,516.76254180602,516.76254180602,30381794182070,35805509613860,11599569106985,12876946611947,7715644953507.4,6092007937148,14825485588379,1727016709513.3,134234077824.35
1,3,520.35117056856,520.35117056856,30316122346961,35728114134819,11574496032585,12849112419374,7698967184017.9,6078839743859.5,14793439527033,1723283672703,133943923854.8
1,3,523.9397993311,523.9397993311,30250514714062,35650794319281,11549447470169,12821305438117,7682305719082.2,6065684424086.9,14761424794625,1719554285391.9,133654053546.18
1,3,527.52842809365,527.52842809365,30186915048308,35575840929737,11525165536180,12794349508605,7666154189720.2,6052931731924.9,14730389895200,1715939038555.2,133373054918.58
1,3,531.11705685619,531.11705685619,30123929222639,35501610961958,11501117962230,12767653747531,7650158548813.6,6040302123931.8,14699654532928,1712358684719,133094768383.87
1,3,534.70568561873,534.70568561873,30062394708305,35429091391049,11477624489194,12741573106520,7634531477264.1,6027963525631.6,14669627370684,1708860828908.4,132822894089.62
1,3,538.29431438127,538.29431438127,30002018621140,35357937047680,11454573295865,12715983450301,7619198595352.8,6015857209355.7,14640165489047,1705428822479.6,132556138003.55
1,3,541.88294314381,541.88294314381,29942542425097,35287843242931,11431865675104,12690775201828,7604094246400.2,6003931334846,14611142729761,1702047969292,132293357853.62
1,3,545.47157190635,545.47157190635,29884764505981,35219750889499,11409806445411,12666286747072,7589421185457.1,5992345990519.3,14582948683347,1698763652637.6,132038081100.99
1,3,549.0602006689,549.0602006689,29827339980014,35152075016474,11387882138898,12641948073616,7574837870893.2,5980831506846,14554927083123,1695499424192,131784365724.21
1,3,552.64882943144,552.64882943144,29772149158179,35087031605377,11366810645934,12618556127945,7560821819330.7,5969764914521.9,14527995469415,1692362167972.9,131540519389.03
1,3,556.23745819398,556.23745819398,29716958336345,35021988194279,11345739152969,12595164182274,7546805767768.2,5958698322197.9,14501063855707,1689224911753.9,131296673053.84
1,3,559.82608695652,559.82608695652,29664155540669,34959759115353,11325579392277,12572784371395,7533396169956,5948110564884.3,14475297532877,1686223399945.6,131063377586.91
1,3,563.41471571906,563.41471571906,29611541241780,34897752183309,11305491598386,12550484452504,7520034442047.8,5937560603999.5,14449623191277,1683232603005.4,130830914943.66
1,3,567.00334448161,567.00334448161,29560767293466,34837914138268,11286106438105,12528964543230,7507140082481.5,5927379661076.2,14424846890255,1680346418562.8,130606583410.02
1,3,570.59197324415,570.59197324415,29510719434886,34778931803333,11266998494056,12507752378025,7494430117866.7,5917344310062,14400424901097,1677501507811.1,130385459914.73
1,3,574.18060200669,574.18060200669,29461968729802,34721478188871,11248385795026,12487089995637,7482049573660.6,5907569058068.8,14376635887830,1674730332245.1,130170067559.5
1,3,577.76923076923,577.76923076923,29414477719081,34665509148570,11230254039356,12466961519468,7469988936877.5,5898046393970.5,14353461571410,1672030762544.1,129960240840.77
1,3,581.35785953177,581.35785953177,29367744835556,34610433575810,11212411731837,12447154366293,7458120831303.8,5888675745892.2,14330657200545,1669374287698.3,129753763712.19
1,3,584.94648829431,584.94648829431,29322801572902,34557467105813,11195252690211,12428105722168,7446707211300.6,5879663943986.2,14308726116239,1666819541761.4,129555193563.41
1,3,588.53511705686,588.53511705686,29278081271822,34504763399957,11178178773763,12409151577443,7435350213713.7,5870696849194.4,14286903830983,1664277469795.7,129357608511.56
1,3,592.1237458194,592.1237458194,29235677149149,34454789351140,11161989158119,12391179115196,7424581423393.1,5862194182646.2,14266211776403,1661867058088.3,129170256883.19
1,3,595.71237458194,595.71237458194,29193273026476,34404815302323,11145799542475,12373206652949,7413812633072.5,5853691516098,14245519721823,1659456646380.9,128982905254.83
1,3,599.30100334448,599.30100334448,29153091265330,34357460346093,11130458409268,12356176110518,7403608224946.4,5845634466366.5,14225912118611,1657172562114.6,128805372551.49
1,3,602.88963210702,602.88963210702,29113218155679,34310469141140,11115235117092,12339276386119,7393482200740.1,5837639305888.7,14206455128848,1654906022767.6,128629203544.32
